event_id,event_time,machine_id,event_type,is_failure,downtime_hours,cost_yuan,technician,status,note
MNT-000268,2025-05-16 12:00:00,M24,滤芯更换,True,17.56,731.93,维修工C,已修复,建议大修
MNT-000269,2025-01-20 06:00:00,M27,锁模故障,True,21.01,7368.55,外部供应商,已修复,建议大修
MNT-000270,2025-03-09 18:00:00,M10,液压故障,True,23.36,6015.16,维修工B,已修复,需要厂家支持
MNT-000271,2026-03-17 21:00:00,M16,故障维修,True,16.65,4072.21,维修工B,已修复,
MNT-000272,2024-04-08 06:00:00,M17,密封件更换,True,4.15,1432.74,维修工D,已修复,需要厂家支持
MNT-000273,2025-08-14 16:00:00,M12,电气故障,True,12.17,4265.8,维修工D,已修复,
MNT-000274,2025-02-05 03:00:00,M22,滤芯更换,True,14.8,5372.99,维修工C,已修复,
MNT-000275,2024-01-21 09:00:00,M25,注射故障,True,10.99,1339.62,维修工D,已修复,
MNT-000276,2024-07-26 07:00:00,M18,密封件更换,True,21.44,4705.2,维修工C,已修复,需要厂家支持
MNT-000277,2024-12-10 15:00:00,M18,故障维修,True,20.27,804.79,维修工A,已修复,更换备件
MNT-000278,2024-08-19 11:00:00,M16,密封件更换,True,0.62,2497.54,维修工B,已修复,
MNT-000279,2024-03-01 13:00:00,M03,换油,True,5.24,2436.93,外部供应商,已修复,更换备件
MNT-000280,2025-03-23 14:00:00,M10,加热故障,True,22.64,7130.24,外部供应商,已修复,建议大修
MNT-000281,2024-03-06 06:00:00,M29,电气故障,True,12.51,3473.07,维修工D,已修复,
MNT-000282,2025-07-07 08:00:00,M11,电气故障,True,5.82,495.73,维修工C,已修复,需要厂家支持
MNT-000283,2026-03-28 10:00:00,M24,电气故障,True,2.19,5646.6,外部供应商,已修复,
MNT-000284,2025-11-30 03:00:00,M16,密封件更换,True,12.1,6454.77,维修工B,已修复,需要厂家支持
MNT-000285,2025-07-09 18:00:00,M21,注射故障,True,13.57,4354.35,维修工C,已修复,
MNT-000286,2026-02-09 04:00:00,M10,锁模故障,True,21.39,5332.38,维修工D,已修复,更换备件
MNT-000287,2025-09-19 02:00:00,M02,故障维修,True,1.19,7821.24,维修工C,已修复,需要厂家支持
MNT-000288,2026-01-19 00:00:00,M10,故障维修,True,21.94,2933.97,维修工C,已修复,
MNT-000289,2024-09-16 17:00:00,M26,滤芯更换,True,9.83,7585.59,维修工D,已修复,
MNT-000290,2025-06-15 07:00:00,M27,电气故障,True,18.01,3056.39,维修工D,已修复,更换备件
MNT-000291,2026-03-18 07:00:00,M13,锁模故障,True,16.33,3983.83,外部供应商,已修复,
MNT-000292,2026-03-26 22:00:00,M28,液压故障,True,22.4,2697.85,维修工B,已修复,
MNT-000293,2025-08-05 14:00:00,M17,换油,True,17.62,7163.14,维修工B,已修复,
MNT-000294,2024-05-23 06:00:00,M20,换油,True,3.44,4825.67,维修工B,已修复,建议大修
MNT-000295,2025-03-09 07:00:00,M16,锁模故障,True,12.53,7021.78,维修工C,待跟进,更换备件
MNT-000296,2024-10-14 13:00:00,M07,预防性保养,False,3.68,1346.19,维修工B,已修复,需要厂家支持
MNT-000297,2024-04-15 14:00:00,M07,滤芯更换,True,13.48,5143.94,维修工A,已修复,
MNT-000298,2026-02-01 07:00:00,M04,密封件更换,True,9.41,3223.47,维修工B,已修复,
MNT-000299,2025-11-18 18:00:00,M17,换油,True,1.29,3174.86,维修工D,已修复,建议大修
MNT-000300,2025-02-19 00:00:00,M05,换油,True,9.24,6659.65,维修工A,已修复,
MNT-000301,2025-02-02 13:00:00,M04,换油,True,1.16,477.87,维修工C,已修复,建议大修
MNT-000302,2024-12-09 14:00:00,M11,滤芯更换,True,6.46,5548.59,维修工B,已修复,更换备件
MNT-000303,2025-08-27 04:00:00,M02,故障维修,True,13.72,2290.88,外部供应商,已修复,需要厂家支持
MNT-000304,2025-03-20 18:00:00,M19,滤芯更换,True,1.0,5924.82,外部供应商,已修复,更换备件
MNT-000305,2025-11-23 07:00:00,M03,液压故障,True,1.22,5409.29,维修工B,已修复,
MNT-000306,2026-01-30 13:00:00,M02,故障维修,True,17.89,2508.05,维修工B,已修复,建议大修
MNT-000307,2024-05-22 15:00:00,M18,电气故障,True,6.76,4288.12,维修工D,已修复,
MNT-000308,2024-12-30 09:00:00,M03,注射故障,True,2.67,2230.72,维修工B,已修复,需要厂家支持
MNT-000309,2024-09-30 07:00:00,M14,注射故障,True,18.17,415.45,维修工A,已修复,更换备件
MNT-000310,2024-06-15 05:00:00,M11,密封件更换,True,16.17,5038.19,维修工D,已修复,更换备件
MNT-000311,2025-12-31 05:00:00,M16,滤芯更换,True,19.33,5187.64,维修工B,待跟进,
MNT-000312,2024-02-07 01:00:00,M07,锁模故障,True,23.0,2233.73,外部供应商,已修复,
MNT-000313,2025-01-21 00:00:00,M29,锁模故障,True,22.73,3610.39,维修工D,已修复,建议大修
MNT-000314,2025-06-27 16:00:00,M01,锁模故障,True,20.78,4216.07,维修工A,待跟进,建议大修
MNT-000315,2026-04-17 06:00:00,M22,加热故障,True,2.19,579.23,维修工D,已修复,需要厂家支持
MNT-000316,2024-10-29 00:00:00,M19,注射故障,True,19.75,1692.49,维修工C,已修复,更换备件
MNT-000317,2025-11-11 21:00:00,M24,滤芯更换,True,22.37,3123.32,维修工A,已修复,建议大修
MNT-000318,2024-05-07 00:00:00,M11,加热故障,True,1.99,1025.92,外部供应商,已修复,建议大修
MNT-000319,2024-11-03 00:00:00,M18,故障维修,True,12.82,6744.61,维修工C,已修复,
MNT-000320,2024-09-02 20:00:00,M06,注射故障,True,19.16,795.91,维修工B,已修复,
MNT-000321,2026-03-23 19:00:00,M06,故障维修,True,13.32,1702.88,维修工C,已修复,
MNT-000322,2024-04-19 19:00:00,M02,液压故障,True,23.23,3061.03,维修工A,已修复,
MNT-000323,2025-07-28 16:00:00,M16,电气故障,True,1.44,5459.0,外部供应商,已修复,
MNT-000324,2025-10-28 03:00:00,M28,预防性保养,False,2.05,231.27,外部供应商,已修复,建议大修
MNT-000325,2024-12-25 19:00:00,M06,预防性保养,False,1.34,1459.45,维修工B,待跟进,更换备件
MNT-000326,2026-01-18 17:00:00,M18,加热故障,True,20.32,3771.4,维修工B,已修复,
MNT-000327,2024-09-01 11:00:00,M16,电气故障,True,16.94,7055.25,维修工D,已修复,
MNT-000328,2025-04-11 14:00:00,M24,预防性保养,False,1.36,1117.21,维修工A,已修复,更换备件
MNT-000329,2025-07-20 12:00:00,M24,液压故障,True,16.16,4807.99,维修工D,已修复,需要厂家支持
MNT-000330,2025-05-15 15:00:00,M14,密封件更换,True,16.41,3361.05,外部供应商,已修复,
MNT-000331,2025-08-19 22:00:00,M04,故障维修,True,15.31,343.27,维修工A,已修复,
MNT-000332,2024-10-08 08:00:00,M16,故障维修,True,2.94,5461.38,外部供应商,已修复,更换备件
MNT-000333,2024-03-31 16:00:00,M05,注射故障,True,12.75,6068.6,外部供应商,已修复,
MNT-000334,2024-05-20 21:00:00,M22,注射故障,True,18.99,6257.03,外部供应商,已修复,
MNT-000335,2025-11-06 02:00:00,M11,电气故障,True,23.97,2904.76,维修工C,已修复,
MNT-000336,2025-03-08 20:00:00,M27,密封件更换,True,22.6,449.39,维修工D,已修复,
MNT-000337,2024-03-17 12:00:00,M22,换油,True,16.04,5593.81,维修工B,已修复,
MNT-000338,2024-08-28 11:00:00,M06,液压故障,True,8.04,1416.75,维修工A,已修复,
MNT-000339,2025-04-07 01:00:00,M27,密封件更换,True,1.47,5355.98,外部供应商,已修复,
MNT-000340,2024-10-23 02:00:00,M13,液压故障,True,2.78,5809.34,维修工C,已修复,建议大修
MNT-000341,2025-03-24 15:00:00,M20,预防性保养,False,0.58,1195.23,维修工D,已修复,建议大修
MNT-000342,2025-01-31 20:00:00,M27,故障维修,True,18.7,1212.93,维修工A,已修复,更换备件
MNT-000343,2024-06-27 11:00:00,M22,故障维修,True,22.27,3637.09,维修工C,已修复,
MNT-000344,2026-02-07 11:00:00,M18,液压故障,True,23.1,5283.79,维修工D,已修复,更换备件
MNT-000345,2025-02-18 16:00:00,M24,换油,True,1.63,5750.71,维修工C,已修复,
MNT-000346,2024-05-20 12:00:00,M07,预防性保养,False,3.45,323.53,维修工C,已修复,
MNT-000347,2024-07-01 17:00:00,M18,电气故障,True,14.37,3046.41,维修工A,已修复,
MNT-000348,2025-07-14 16:00:00,M06,电气故障,True,17.87,4821.39,维修工B,已修复,建议大修
MNT-000349,2024-06-02 19:00:00,M22,电气故障,True,3.78,2933.0,外部供应商,已修复,建议大修
MNT-000350,2024-04-22 04:00:00,M19,故障维修,True,8.26,5276.47,维修工B,已修复,
MNT-000351,2025-04-27 09:00:00,M06,滤芯更换,True,16.74,453.43,外部供应商,已修复,更换备件
MNT-000352,2024-03-05 00:00:00,M26,注射故障,True,23.52,7111.13,外部供应商,已修复,需要厂家支持
MNT-000353,2026-03-13 22:00:00,M15,注射故障,True,12.94,3582.32,维修工C,已修复,需要厂家支持
MNT-000354,2025-08-29 12:00:00,M25,密封件更换,True,18.39,6040.62,维修工D,已修复,
MNT-000355,2024-01-20 05:00:00,M14,滤芯更换,True,21.66,1752.39,维修工B,已修复,需要厂家支持
MNT-000356,2025-07-30 18:00:00,M16,注射故障,True,14.4,2991.07,维修工B,已修复,更换备件
MNT-000357,2025-09-21 16:00:00,M17,滤芯更换,True,7.63,6403.09,外部供应商,已修复,
MNT-000358,2025-06-01 15:00:00,M05,锁模故障,True,19.29,4139.99,维修工C,已修复,建议大修
MNT-000359,2025-12-25 13:00:00,M21,加热故障,True,21.22,3183.31,维修工D,已修复,需要厂家支持
MNT-000360,2025-12-12 12:00:00,M26,加热故障,True,20.79,6150.0,维修工C,已修复,需要厂家支持
MNT-000361,2024-04-25 00:00:00,M11,换油,True,8.31,7831.87,外部供应商,已修复,
MNT-000362,2024-07-26 07:00:00,M21,锁模故障,True,14.63,4777.71,维修工D,已修复,
MNT-000363,2026-02-17 19:00:00,M08,加热故障,True,2.19,4311.09,外部供应商,已修复,建议大修
MNT-000364,2026-01-08 01:00:00,M06,滤芯更换,True,16.62,7969.71,维修工B,已修复,建议大修
MNT-000365,2025-05-23 14:00:00,M12,加热故障,True,2.7,1265.05,维修工C,已修复,
MNT-000366,2024-07-19 11:00:00,M07,注射故障,True,0.5,5973.86,维修工A,已修复,
MNT-000367,2024-01-01 01:00:00,M14,液压故障,True,4.87,2596.48,维修工B,已修复,
MNT-000368,2025-09-18 16:00:00,M09,换油,True,7.82,4164.49,维修工B,已修复,
MNT-000369,2025-11-30 15:00:00,M16,密封件更换,True,5.72,3985.83,维修工D,已修复,建议大修
MNT-000370,2025-07-31 18:00:00,M12,锁模故障,True,1.11,6493.58,维修工C,已修复,
MNT-000371,2024-12-04 12:00:00,M06,锁模故障,True,5.6,7581.54,维修工A,已修复,
MNT-000372,2025-05-22 00:00:00,M01,电气故障,True,8.03,3154.47,维修工D,已修复,
MNT-000373,2024-10-26 06:00:00,M23,故障维修,True,15.21,5562.86,维修工C,已修复,
MNT-000374,2024-01-01 23:00:00,M04,加热故障,True,17.57,5389.1,维修工B,已修复,更换备件
MNT-000375,2026-01-16 07:00:00,M07,注射故障,True,8.61,7754.2,外部供应商,已修复,更换备件
MNT-000376,2024-04-22 20:00:00,M17,滤芯更换,True,6.22,4292.27,维修工B,已修复,更换备件
MNT-000377,2024-05-16 09:00:00,M06,滤芯更换,True,9.22,2955.86,维修工B,已修复,更换备件
MNT-000378,2024-08-17 01:00:00,M18,液压故障,True,8.45,2456.44,维修工A,已修复,更换备件
MNT-000379,2024-08-29 10:00:00,M12,锁模故障,True,21.72,294.4,维修工B,已修复,
MNT-000380,2025-10-25 17:00:00,M25,注射故障,True,2.03,4452.26,维修工B,已修复,需要厂家支持
MNT-000381,2024-12-27 04:00:00,M13,滤芯更换,True,14.47,5056.49,维修工A,待跟进,更换备件
MNT-000382,2025-11-14 08:00:00,M02,注射故障,True,14.22,2351.58,维修工B,已修复,
MNT-000383,2025-02-27 20:00:00,M13,注射故障,True,8.53,1121.07,外部供应商,已修复,
MNT-000384,2025-06-04 20:00:00,M07,滤芯更换,True,20.79,499.26,维修工B,已修复,
MNT-000385,2024-11-01 16:00:00,M08,电气故障,True,10.38,7981.94,维修工A,已修复,建议大修
MNT-000386,2024-08-09 13:00:00,M17,故障维修,True,5.15,1820.3,维修工B,已修复,需要厂家支持
MNT-000387,2025-03-16 05:00:00,M17,密封件更换,True,19.53,1848.4,维修工C,已修复,建议大修
MNT-000388,2026-01-23 05:00:00,M09,液压故障,True,4.49,6300.81,维修工A,已修复,更换备件
MNT-000389,2026-03-05 01:00:00,M11,注射故障,True,13.15,1751.11,维修工C,已修复,
MNT-000390,2025-02-15 10:00:00,M23,密封件更换,True,12.06,744.26,外部供应商,已修复,需要厂家支持
MNT-000391,2024-01-15 01:00:00,M04,加热故障,True,17.93,6705.47,外部供应商,已修复,需要厂家支持
MNT-000392,2025-05-24 09:00:00,M20,滤芯更换,True,6.93,5700.91,维修工D,已修复,更换备件
MNT-000393,2025-04-16 04:00:00,M01,注射故障,True,10.73,312.12,维修工D,已修复,需要厂家支持
MNT-000394,2024-12-26 03:00:00,M24,换油,True,14.12,4938.44,维修工D,已修复,
MNT-000395,2024-12-26 20:00:00,M08,电气故障,True,14.98,3076.37,外部供应商,已修复,
MNT-000396,2026-01-18 18:00:00,M01,换油,True,20.07,6068.54,维修工D,已修复,
MNT-000397,2026-01-17 22:00:00,M21,电气故障,True,5.44,1912.29,维修工A,已修复,更换备件
MNT-000398,2025-01-31 13:00:00,M26,密封件更换,True,13.55,7687.43,维修工B,已修复,需要厂家支持
MNT-000399,2026-01-03 11:00:00,M07,液压故障,True,11.35,4402.42,维修工A,已修复,
MNT-000400,2025-07-17 17:00:00,M13,换油,True,9.9,1091.91,外部供应商,已修复,
MNT-000401,2025-01-23 07:00:00,M21,液压故障,True,7.18,1680.1,维修工A,已修复,
MNT-000402,2024-04-26 05:00:00,M24,换油,True,17.71,5404.44,维修工B,已修复,
MNT-000403,2024-08-03 04:00:00,M19,密封件更换,True,7.62,273.77,维修工B,已修复,
MNT-000404,2025-06-07 18:00:00,M22,液压故障,True,20.58,573.89,维修工A,已修复,需要厂家支持
MNT-000405,2025-08-10 10:00:00,M02,预防性保养,False,2.53,1014.54,维修工C,已修复,建议大修
MNT-000406,2024-08-23 13:00:00,M02,锁模故障,True,20.6,6870.61,外部供应商,已修复,建议大修
MNT-000407,2024-03-14 03:00:00,M28,加热故障,True,6.82,7022.06,维修工B,已修复,需要厂家支持
MNT-000408,2024-05-15 14:00:00,M19,电气故障,True,20.18,6344.67,维修工A,已修复,需要厂家支持
MNT-000409,2026-01-14 15:00:00,M05,故障维修,True,3.6,2820.04,维修工C,已修复,需要厂家支持
MNT-000410,2025-09-11 10:00:00,M27,液压故障,True,7.34,3825.19,外部供应商,待跟进,更换备件
MNT-000411,2026-04-19 09:00:00,M24,密封件更换,True,8.71,7514.5,维修工C,已修复,
MNT-000412,2026-03-04 15:00:00,M27,液压故障,True,16.63,6055.63,维修工D,已修复,建议大修
MNT-000413,2025-02-09 14:00:00,M04,密封件更换,True,12.22,2062.77,维修工C,已修复,更换备件
MNT-000414,2025-12-11 09:00:00,M11,注射故障,True,22.87,3992.29,维修工A,已修复,
MNT-000415,2026-01-01 12:00:00,M14,加热故障,True,22.76,3709.42,维修工B,已修复,需要厂家支持
MNT-000416,2025-12-02 05:00:00,M18,注射故障,True,11.75,6905.75,维修工B,已修复,
MNT-000417,2024-09-01 12:00:00,M22,换油,True,14.71,1023.16,维修工D,已修复,需要厂家支持
MNT-000418,2025-12-01 02:00:00,M02,电气故障,True,11.79,6253.78,维修工A,已修复,建议大修
MNT-000419,2025-07-01 16:00:00,M14,液压故障,True,23.37,7991.43,外部供应商,已修复,
MNT-000420,2025-08-17 10:00:00,M03,锁模故障,True,18.3,2806.02,维修工D,已修复,更换备件
MNT-000421,2025-11-04 08:00:00,M13,液压故障,True,19.7,6946.6,维修工B,已修复,
MNT-000422,2024-02-11 14:00:00,M17,注射故障,True,22.2,7947.44,维修工A,已修复,
MNT-000423,2024-05-06 10:00:00,M07,电气故障,True,3.76,2196.89,维修工B,已修复,
MNT-000424,2024-01-08 06:00:00,M01,电气故障,True,23.28,2676.56,维修工B,已修复,需要厂家支持
MNT-000425,2024-06-07 22:00:00,M13,换油,True,9.07,2532.68,外部供应商,已修复,
MNT-000426,2026-02-07 23:00:00,M08,锁模故障,True,16.41,3825.89,外部供应商,已修复,更换备件
MNT-000427,2024-07-05 01:00:00,M20,密封件更换,True,20.26,2028.33,维修工C,已修复,
MNT-000428,2024-08-10 18:00:00,M15,预防性保养,False,1.83,557.3,维修工C,已修复,
MNT-000429,2025-09-06 20:00:00,M13,电气故障,True,4.71,7815.11,维修工C,已修复,建议大修
MNT-000430,2026-01-10 10:00:00,M01,换油,True,22.64,414.65,维修工D,已修复,建议大修
MNT-000431,2025-07-14 17:00:00,M26,密封件更换,True,0.85,6937.94,维修工B,已修复,建议大修
MNT-000432,2025-03-28 21:00:00,M05,电气故障,True,10.37,2133.43,维修工C,已修复,
MNT-000433,2025-11-19 05:00:00,M08,预防性保养,False,3.95,1322.13,维修工A,已修复,
MNT-000434,2024-03-18 11:00:00,M23,注射故障,True,5.36,671.95,维修工A,已修复,
MNT-000435,2024-10-11 17:00:00,M19,电气故障,True,6.73,3908.72,外部供应商,已修复,
MNT-000436,2025-07-12 00:00:00,M13,故障维修,True,15.81,7023.79,维修工B,已修复,
MNT-000437,2024-04-14 03:00:00,M24,锁模故障,True,21.96,7453.94,维修工B,已修复,需要厂家支持
MNT-000438,2025-01-30 02:00:00,M12,换油,True,22.71,5245.62,维修工D,已修复,
MNT-000439,2026-04-06 16:00:00,M01,电气故障,True,6.06,6428.71,外部供应商,已修复,建议大修
MNT-000440,2025-10-20 18:00:00,M08,电气故障,True,20.28,3041.68,外部供应商,已修复,需要厂家支持
MNT-000441,2025-02-27 07:00:00,M21,液压故障,True,17.67,5275.54,维修工D,已修复,建议大修
MNT-000442,2025-09-06 08:00:00,M14,液压故障,True,23.25,5093.95,维修工D,已修复,建议大修
MNT-000443,2025-07-21 22:00:00,M27,滤芯更换,True,17.52,4598.99,外部供应商,已修复,需要厂家支持
MNT-000444,2025-11-02 12:00:00,M24,电气故障,True,20.02,5796.79,维修工C,已修复,
MNT-000445,2024-10-24 12:00:00,M18,注射故障,True,1.95,5589.44,维修工B,已修复,
MNT-000446,2025-02-17 20:00:00,M23,液压故障,True,21.12,1706.84,外部供应商,已修复,
MNT-000447,2024-01-16 14:00:00,M03,电气故障,True,6.57,5813.32,维修工C,已修复,建议大修
MNT-000448,2025-03-25 01:00:00,M28,锁模故障,True,10.78,2818.58,外部供应商,已修复,更换备件
MNT-000449,2024-03-13 05:00:00,M16,密封件更换,True,3.13,4853.1,维修工A,已修复,
MNT-000450,2025-12-23 10:00:00,M04,锁模故障,True,3.85,1460.47,维修工C,已修复,
MNT-000451,2024-04-10 04:00:00,M08,密封件更换,True,11.03,863.94,维修工A,已修复,更换备件
MNT-000452,2025-06-17 17:00:00,M07,密封件更换,True,8.02,2130.64,维修工C,已修复,
MNT-000453,2024-11-04 22:00:00,M03,换油,True,10.15,5618.21,维修工A,已修复,更换备件
MNT-000454,2025-07-27 23:00:00,M16,注射故障,True,1.34,3325.68,维修工C,已修复,
MNT-000455,2025-12-14 02:00:00,M08,滤芯更换,True,2.59,5454.63,维修工A,已修复,
MNT-000456,2024-08-13 12:00:00,M23,滤芯更换,True,5.6,3674.56,维修工D,已修复,
MNT-000457,2025-01-23 11:00:00,M21,锁模故障,True,2.6,4795.07,维修工C,已修复,
MNT-000458,2025-02-28 09:00:00,M25,加热故障,True,21.57,869.41,维修工C,已修复,
MNT-000459,2025-10-23 07:00:00,M09,故障维修,True,17.08,4273.89,维修工B,已修复,更换备件
MNT-000460,2024-04-12 23:00:00,M04,换油,True,7.55,4303.72,维修工C,已修复,建议大修
MNT-000461,2024-12-03 10:00:00,M20,锁模故障,True,1.83,5669.11,维修工C,已修复,
