inspection_id,inspection_time,machine_id,sku,sample_size,defect_count,defect_rate,result,main_defect_type,inspector_id,standard
QI-0000251,2024-03-18 12:00:00,M04,VEN-016,118,3,0.0258,PASS,色差,QC-D,ISO 9001
QI-0000252,2025-09-22 00:00:00,M10,DRH-021,86,0,0.0019,PASS,,QC-D,ISO 9001
QI-0000253,2025-08-28 01:00:00,M02,DRH-026,193,3,0.017,PASS,缺料,QC-D,ISO 9001
QI-0000254,2024-12-23 21:00:00,M27,LFR-011,183,6,0.0374,PASS,银纹,QC-B,客户标准
QI-0000255,2026-02-24 02:00:00,M10,VEN-030,67,2,0.0324,FAIL,气泡,QC-D,ISO 9001
QI-0000256,2024-05-28 05:00:00,M10,CUP-021,90,0,0.0056,PASS,,QC-C,客户标准
QI-0000257,2025-04-07 13:00:00,M25,TLP-013,152,1,0.0079,FAIL,熔接痕,QC-C,IATF 16949
QI-0000258,2024-11-18 01:00:00,M01,DRH-012,64,0,0.0102,PASS,,QC-C,ISO 9001
QI-0000259,2024-03-03 08:00:00,M07,VEN-015,153,0,0.003,PASS,,QC-D,IATF 16949
QI-0000260,2025-09-04 19:00:00,M20,TLM-004,81,0,0.0027,PASS,,QC-C,IATF 16949
QI-0000261,2025-10-27 04:00:00,M18,HND-017,161,0,0.004,PASS,,QC-A,ISO 9001
QI-0000262,2026-01-25 21:00:00,M17,BUM-019,66,3,0.0482,PASS,气泡,QC-D,ISO 9001
QI-0000263,2025-11-16 00:00:00,M15,BUM-004,193,1,0.0096,PASS,银纹,QC-B,IATF 16949
QI-0000264,2024-05-15 11:00:00,M16,TLM-020,115,0,0.0036,PASS,,QC-B,客户标准
QI-0000265,2024-01-12 19:00:00,M22,TLM-006,70,0,0.0068,PASS,,QC-D,客户标准
QI-0000266,2025-02-22 02:00:00,M22,TLM-021,143,1,0.0082,PASS,尺寸不合格,QC-D,IATF 16949
QI-0000267,2024-04-02 08:00:00,M02,VEN-015,76,0,0.0081,PASS,,QC-C,客户标准
QI-0000268,2025-04-15 20:00:00,M10,DRH-011,182,1,0.0109,PASS,银纹,QC-D,IATF 16949
QI-0000269,2024-11-18 15:00:00,M27,LFR-014,94,0,0.0046,PASS,,QC-C,ISO 9001
QI-0000270,2024-08-16 20:00:00,M27,LRB-006,163,0,0.0015,PASS,,QC-B,IATF 16949
QI-0000271,2026-02-13 21:00:00,M19,HND-021,111,0,0.0034,PASS,,QC-D,ISO 9001
QI-0000272,2025-12-12 07:00:00,M07,VEN-022,112,0,0.0049,PASS,,QC-A,客户标准
QI-0000273,2024-01-20 10:00:00,M25,WLC-003,80,0,0.0017,PASS,,QC-C,IATF 16949
QI-0000274,2024-02-09 15:00:00,M20,BUM-021,177,0,0.0055,PASS,,QC-C,客户标准
QI-0000275,2024-11-02 01:00:00,M29,LFR-014,130,0,0.0046,PASS,,QC-C,IATF 16949
QI-0000276,2024-06-04 01:00:00,M02,DRH-026,60,0,0.0086,PASS,,QC-C,ISO 9001
QI-0000277,2025-05-30 07:00:00,M08,VEN-010,29,0,0.0129,PASS,,QC-A,IATF 16949
QI-0000278,2024-12-14 12:00:00,M17,BUM-028,41,0,0.0017,PASS,,QC-A,ISO 9001
QI-0000279,2025-02-24 20:00:00,M22,HND-001,76,0,0.0078,PASS,,QC-B,ISO 9001
QI-0000280,2026-01-29 02:00:00,M05,CUP-028,64,0,0.013,PASS,,QC-C,IATF 16949
QI-0000281,2024-03-25 21:00:00,M07,CUP-001,200,0,0.0019,PASS,,QC-A,IATF 16949
QI-0000282,2024-05-23 00:00:00,M22,BUM-017,68,1,0.0277,FAIL,黑点,QC-B,ISO 9001
QI-0000283,2024-05-22 19:00:00,M08,VEN-010,109,0,0.0088,PASS,,QC-D,客户标准
QI-0000284,2024-11-23 15:00:00,M09,CUP-005,107,0,0.004,PASS,,QC-B,客户标准
QI-0000285,2024-03-18 07:00:00,M20,TLM-021,105,1,0.01,FAIL,色差,QC-B,ISO 9001
QI-0000286,2025-10-08 23:00:00,M28,LRB-011,105,0,0.0066,PASS,,QC-A,ISO 9001
QI-0000287,2025-06-16 22:00:00,M28,LRB-016,72,0,0.0129,PASS,,QC-B,客户标准
QI-0000288,2024-04-06 06:00:00,M02,DRH-019,141,1,0.0115,PASS,缩痕,QC-A,客户标准
QI-0000289,2026-02-22 18:00:00,M10,CUP-018,198,3,0.017,PASS,缺料,QC-C,IATF 16949
QI-0000290,2026-04-08 10:00:00,M05,CUP-005,54,0,0.0043,PASS,,QC-D,IATF 16949
QI-0000291,2025-05-06 12:00:00,M05,CUP-019,116,0,0.0059,PASS,,QC-A,IATF 16949
QI-0000292,2024-01-31 05:00:00,M05,DRH-016,163,0,0.0055,PASS,,QC-C,ISO 9001
QI-0000293,2024-07-08 22:00:00,M14,HND-008,179,3,0.0222,PASS,变形,QC-A,客户标准
QI-0000294,2025-10-27 16:00:00,M23,WLC-020,63,1,0.0196,PASS,银纹,QC-A,IATF 16949
QI-0000295,2025-08-16 09:00:00,M01,DRH-030,25,0,0.0024,PASS,,QC-C,IATF 16949
QI-0000296,2025-12-20 19:00:00,M02,DRH-012,106,0,0.0044,PASS,,QC-B,ISO 9001
QI-0000297,2025-11-06 17:00:00,M27,LFR-002,109,0,0.003,PASS,,QC-A,IATF 16949
QI-0000298,2025-08-03 12:00:00,M13,CUP-021,200,0,0.0032,PASS,,QC-A,ISO 9001
QI-0000299,2025-11-07 14:00:00,M26,LRB-021,67,0,0.0045,PASS,,QC-B,ISO 9001
QI-0000300,2024-05-26 15:00:00,M21,HND-026,101,2,0.0224,PASS,熔接痕,QC-C,客户标准
QI-0000301,2024-02-10 03:00:00,M12,VEN-013,28,0,0.0124,PASS,,QC-A,客户标准
QI-0000302,2026-03-09 00:00:00,M15,BUM-011,77,0,0.0037,PASS,,QC-C,ISO 9001
QI-0000303,2026-01-05 21:00:00,M01,DRH-023,110,0,0.0036,PASS,,QC-A,ISO 9001
QI-0000304,2026-04-19 03:00:00,M27,LFR-017,36,0,0.0107,PASS,,QC-D,ISO 9001
QI-0000305,2025-02-08 18:00:00,M05,VEN-019,32,0,0.0076,PASS,,QC-D,客户标准
QI-0000306,2025-10-17 10:00:00,M02,VEN-028,197,5,0.0265,PASS,缺料,QC-C,IATF 16949
QI-0000307,2024-10-12 08:00:00,M06,VEN-018,197,2,0.0118,PASS,熔接痕,QC-B,IATF 16949
QI-0000308,2025-01-28 00:00:00,M04,DRH-020,113,0,0.0019,PASS,,QC-A,ISO 9001
QI-0000309,2024-11-29 15:00:00,M06,VEN-010,108,2,0.0233,PASS,黑点,QC-C,IATF 16949
QI-0000310,2024-10-06 08:00:00,M26,LRB-004,54,0,0.0079,PASS,,QC-C,IATF 16949
QI-0000311,2025-03-03 03:00:00,M03,CUP-004,129,0,0.0065,PASS,,QC-A,客户标准
QI-0000312,2024-08-21 23:00:00,M23,DUO-006,53,0,0.0026,PASS,,QC-B,IATF 16949
QI-0000313,2025-10-18 19:00:00,M16,TLM-005,45,0,0.0067,PASS,,QC-B,客户标准
QI-0000314,2026-03-01 11:00:00,M24,WLC-004,177,0,0.0032,PASS,,QC-B,客户标准
QI-0000315,2026-03-03 13:00:00,M07,CUP-007,139,1,0.012,FAIL,气泡,QC-C,客户标准
QI-0000316,2024-07-30 21:00:00,M07,VEN-030,191,0,0.0041,PASS,,QC-C,客户标准
QI-0000317,2024-08-30 18:00:00,M06,CUP-020,128,0,0.0009,PASS,,QC-A,ISO 9001
QI-0000318,2024-11-20 12:00:00,M28,LFR-018,165,1,0.0117,PASS,尺寸不合格,QC-B,IATF 16949
QI-0000319,2024-10-01 15:00:00,M11,VEN-004,90,2,0.0244,PASS,色差,QC-C,ISO 9001
QI-0000320,2026-01-11 22:00:00,M06,CUP-024,66,0,0.0049,PASS,,QC-B,IATF 16949
QI-0000321,2024-11-04 03:00:00,M19,HND-006,171,0,0.0042,PASS,,QC-C,ISO 9001
QI-0000322,2025-04-13 02:00:00,M16,BUM-025,107,0,0.0088,PASS,,QC-D,ISO 9001
QI-0000323,2024-10-03 04:00:00,M27,LRB-011,27,0,0.0016,PASS,,QC-B,ISO 9001
QI-0000324,2026-02-05 23:00:00,M15,TLM-021,105,3,0.0329,FAIL,气泡,QC-A,客户标准
QI-0000325,2026-03-23 13:00:00,M26,LRB-007,116,0,0.0034,PASS,,QC-B,IATF 16949
QI-0000326,2024-10-11 16:00:00,M22,BUM-026,167,1,0.0062,PASS,熔接痕,QC-C,客户标准
QI-0000327,2026-01-02 13:00:00,M07,VEN-017,102,3,0.0362,PASS,尺寸不合格,QC-A,客户标准
QI-0000328,2024-04-09 07:00:00,M03,DRH-026,31,0,0.0065,PASS,,QC-D,IATF 16949
QI-0000329,2025-05-12 14:00:00,M02,CUP-016,153,0,0.0028,PASS,,QC-D,IATF 16949
QI-0000330,2025-12-08 06:00:00,M05,DRH-023,115,0,0.001,PASS,,QC-B,IATF 16949
QI-0000331,2024-03-13 05:00:00,M22,HND-013,163,0,0.0014,PASS,,QC-C,IATF 16949
QI-0000332,2025-11-21 00:00:00,M01,DRH-025,128,0,0.0054,PASS,,QC-B,ISO 9001
QI-0000333,2025-08-06 10:00:00,M10,VEN-015,114,0,0.0035,PASS,,QC-D,IATF 16949
QI-0000334,2024-09-08 16:00:00,M06,VEN-017,193,2,0.0144,FAIL,色差,QC-D,客户标准
QI-0000335,2025-05-29 17:00:00,M05,DRH-005,28,0,0.0037,PASS,,QC-B,IATF 16949
QI-0000336,2024-04-23 07:00:00,M21,HND-024,144,0,0.0021,PASS,,QC-D,ISO 9001
QI-0000337,2025-12-06 04:00:00,M26,LFR-011,62,0,0.0027,PASS,,QC-D,ISO 9001
QI-0000338,2024-10-15 10:00:00,M26,LRB-011,64,0,0.0126,PASS,,QC-C,IATF 16949
QI-0000339,2024-04-30 11:00:00,M01,DRH-005,125,1,0.0123,PASS,银纹,QC-C,ISO 9001
QI-0000340,2024-07-06 01:00:00,M26,LFR-017,141,0,0.0017,PASS,,QC-D,客户标准
QI-0000341,2024-11-30 19:00:00,M16,HND-021,98,0,0.0044,PASS,,QC-B,ISO 9001
QI-0000342,2024-03-06 21:00:00,M13,VEN-016,59,0,0.0152,PASS,,QC-A,ISO 9001
QI-0000343,2026-01-10 15:00:00,M20,HND-016,176,1,0.0075,PASS,飞边,QC-D,IATF 16949
QI-0000344,2024-09-06 21:00:00,M04,VEN-027,132,3,0.0302,PASS,黑点,QC-D,客户标准
QI-0000345,2025-11-03 06:00:00,M04,VEN-003,193,5,0.0266,PASS,色差,QC-B,IATF 16949
QI-0000346,2024-12-29 03:00:00,M24,DUO-016,118,2,0.0246,FAIL,缩痕,QC-C,客户标准
QI-0000347,2024-05-03 12:00:00,M19,TLM-025,140,0,0.0048,PASS,,QC-C,ISO 9001
QI-0000348,2026-03-19 17:00:00,M11,VEN-025,49,0,0.0053,PASS,,QC-C,客户标准
QI-0000349,2026-04-02 16:00:00,M20,BUM-003,159,0,0.0035,PASS,,QC-B,客户标准
QI-0000350,2026-04-04 09:00:00,M09,DRH-009,199,0,0.001,PASS,,QC-C,IATF 16949
QI-0000351,2024-05-01 09:00:00,M03,DRH-002,129,2,0.0188,PASS,尺寸不合格,QC-B,ISO 9001
QI-0000352,2025-04-21 21:00:00,M18,TLM-018,126,0,0.0014,PASS,,QC-D,ISO 9001
QI-0000353,2026-04-29 14:00:00,M12,CUP-015,28,0,0.0063,PASS,,QC-A,ISO 9001
QI-0000354,2025-03-08 15:00:00,M26,LRB-021,63,0,0.0071,PASS,,QC-A,ISO 9001
QI-0000355,2024-11-21 09:00:00,M21,TLM-027,106,0,0.0082,PASS,,QC-A,客户标准
QI-0000356,2026-02-25 06:00:00,M02,VEN-005,171,1,0.007,PASS,银纹,QC-D,客户标准
QI-0000357,2024-08-28 22:00:00,M21,HND-010,125,0,0.0031,PASS,,QC-B,客户标准
QI-0000358,2025-04-27 15:00:00,M01,DRH-024,196,0,0.0032,PASS,,QC-C,客户标准
QI-0000359,2026-04-08 02:00:00,M03,DRH-024,70,0,0.0078,PASS,,QC-D,IATF 16949
QI-0000360,2024-11-13 17:00:00,M24,DUO-005,163,0,0.0022,PASS,,QC-C,IATF 16949
QI-0000361,2024-02-03 09:00:00,M02,CUP-008,87,0,0.0049,PASS,,QC-D,IATF 16949
QI-0000362,2024-11-12 21:00:00,M22,HND-014,83,0,0.0029,PASS,,QC-C,ISO 9001
QI-0000363,2025-12-12 07:00:00,M25,DUO-020,105,0,0.0012,PASS,,QC-A,ISO 9001
QI-0000364,2026-03-22 02:00:00,M13,CUP-017,194,1,0.0072,FAIL,熔接痕,QC-C,ISO 9001
QI-0000365,2024-03-01 23:00:00,M16,HND-011,42,1,0.0415,PASS,色差,QC-B,ISO 9001
QI-0000366,2025-12-25 18:00:00,M15,HND-025,20,0,0.0056,PASS,,QC-A,IATF 16949
QI-0000367,2025-03-14 18:00:00,M25,DUO-022,77,0,0.0026,PASS,,QC-D,客户标准
QI-0000368,2024-09-07 11:00:00,M22,BUM-017,146,1,0.0076,PASS,色差,QC-A,IATF 16949
QI-0000369,2025-10-17 20:00:00,M26,LFR-018,166,0,0.0044,PASS,,QC-A,客户标准
QI-0000370,2024-04-29 12:00:00,M19,TLM-021,25,0,0.0077,PASS,,QC-A,IATF 16949
QI-0000371,2025-05-22 04:00:00,M17,TLM-003,172,0,0.0039,PASS,,QC-D,客户标准
QI-0000372,2024-08-24 04:00:00,M11,DRH-026,91,1,0.0117,PASS,飞边,QC-A,客户标准
QI-0000373,2024-02-24 22:00:00,M23,DUO-004,102,0,0.0032,PASS,,QC-B,IATF 16949
QI-0000374,2024-02-26 09:00:00,M07,CUP-016,90,1,0.0217,PASS,缺料,QC-A,ISO 9001
QI-0000375,2025-11-11 12:00:00,M26,LRB-004,20,0,0.0139,PASS,,QC-C,客户标准
QI-0000376,2024-04-17 03:00:00,M22,BUM-017,44,2,0.0457,PASS,色差,QC-A,IATF 16949
QI-0000377,2026-03-20 10:00:00,M25,DUO-011,93,0,0.0068,PASS,,QC-C,ISO 9001
QI-0000378,2024-11-04 20:00:00,M19,TLM-010,83,0,0.0006,PASS,,QC-D,ISO 9001
QI-0000379,2025-03-03 02:00:00,M17,TLM-016,126,1,0.0096,PASS,变形,QC-A,ISO 9001
QI-0000380,2024-08-30 23:00:00,M04,VEN-025,49,0,0.0029,PASS,,QC-A,IATF 16949
QI-0000381,2024-02-13 04:00:00,M08,DRH-028,37,0,0.023,PASS,,QC-D,ISO 9001
QI-0000382,2026-04-21 08:00:00,M05,DRH-026,78,0,0.0022,PASS,,QC-B,ISO 9001
QI-0000383,2024-05-10 09:00:00,M13,VEN-026,140,0,0.0033,PASS,,QC-C,客户标准
QI-0000384,2024-09-20 22:00:00,M02,VEN-027,166,1,0.0097,PASS,缩痕,QC-A,ISO 9001
QI-0000385,2025-06-14 03:00:00,M28,LFR-009,26,0,0.0088,PASS,,QC-B,IATF 16949
QI-0000386,2025-09-22 22:00:00,M06,VEN-024,162,1,0.0109,FAIL,气泡,QC-B,ISO 9001
QI-0000387,2025-08-08 08:00:00,M25,TLP-001,49,2,0.05,FAIL,气泡,QC-B,IATF 16949
QI-0000388,2024-04-19 21:00:00,M17,TLM-007,72,0,0.0013,PASS,,QC-D,客户标准
QI-0000389,2024-08-06 05:00:00,M27,LRB-005,147,2,0.0189,PASS,色差,QC-B,IATF 16949
QI-0000390,2025-12-27 06:00:00,M03,VEN-015,59,0,0.0115,PASS,,QC-A,客户标准
QI-0000391,2024-01-04 05:00:00,M11,DRH-011,166,0,0.0039,PASS,,QC-A,ISO 9001
QI-0000392,2024-04-02 04:00:00,M11,CUP-014,191,0,0.0024,PASS,,QC-B,IATF 16949
QI-0000393,2025-12-11 18:00:00,M27,LRB-003,111,1,0.0121,PASS,缩痕,QC-D,客户标准
QI-0000394,2024-10-11 00:00:00,M10,CUP-025,103,2,0.0258,PASS,色差,QC-B,IATF 16949
QI-0000395,2025-10-04 21:00:00,M28,LFR-010,87,0,0.0024,PASS,,QC-D,客户标准
QI-0000396,2024-02-05 19:00:00,M07,CUP-001,134,0,0.0004,PASS,,QC-B,IATF 16949
QI-0000397,2024-01-01 21:00:00,M24,DUO-025,126,0,0.0073,PASS,,QC-D,客户标准
QI-0000398,2025-05-09 23:00:00,M03,DRH-006,170,1,0.01,PASS,缩痕,QC-C,IATF 16949
QI-0000399,2024-02-12 03:00:00,M03,DRH-030,168,2,0.0119,FAIL,缩痕,QC-C,客户标准
QI-0000400,2025-12-14 06:00:00,M03,CUP-010,111,0,0.0018,PASS,,QC-C,IATF 16949
QI-0000401,2025-05-30 03:00:00,M19,HND-001,176,0,0.0025,PASS,,QC-B,IATF 16949
QI-0000402,2024-04-18 03:00:00,M13,DRH-025,120,0,0.0058,PASS,,QC-A,IATF 16949
QI-0000403,2025-07-04 05:00:00,M19,HND-027,151,1,0.01,PASS,熔接痕,QC-A,IATF 16949
QI-0000404,2026-02-14 15:00:00,M27,LRB-017,80,0,0.0044,PASS,,QC-D,客户标准
QI-0000405,2024-08-08 16:00:00,M05,DRH-006,124,0,0.0064,PASS,,QC-D,ISO 9001
QI-0000406,2024-05-22 00:00:00,M13,CUP-021,32,0,0.0111,PASS,,QC-D,IATF 16949
QI-0000407,2026-02-23 13:00:00,M12,DRH-017,71,0,0.0137,PASS,,QC-A,ISO 9001
QI-0000408,2024-09-30 16:00:00,M05,DRH-024,102,0,0.0004,PASS,,QC-D,IATF 16949
QI-0000409,2026-02-22 21:00:00,M25,DUO-012,84,0,0.0068,PASS,,QC-A,客户标准
QI-0000410,2026-01-08 03:00:00,M26,LRB-009,31,0,0.0033,PASS,,QC-B,IATF 16949
QI-0000411,2025-10-02 17:00:00,M24,TLP-014,158,1,0.0091,PASS,缩痕,QC-D,IATF 16949
QI-0000412,2025-05-31 19:00:00,M12,VEN-004,155,1,0.0084,PASS,变形,QC-D,客户标准
QI-0000413,2024-06-22 08:00:00,M17,TLM-020,124,3,0.0314,PASS,气泡,QC-C,ISO 9001
QI-0000414,2024-05-31 20:00:00,M02,DRH-020,132,1,0.0079,FAIL,色差,QC-B,IATF 16949
QI-0000415,2025-01-16 07:00:00,M07,DRH-030,123,1,0.0085,PASS,尺寸不合格,QC-D,客户标准
QI-0000416,2025-12-09 22:00:00,M04,DRH-007,95,0,0.0063,PASS,,QC-B,客户标准
QI-0000417,2025-07-09 06:00:00,M13,CUP-006,23,0,0.0106,PASS,,QC-A,IATF 16949
QI-0000418,2026-04-14 03:00:00,M14,TLM-009,33,0,0.0063,PASS,,QC-C,ISO 9001
QI-0000419,2025-04-09 04:00:00,M15,TLM-021,101,0,0.0059,PASS,,QC-C,客户标准
QI-0000420,2024-06-19 15:00:00,M05,VEN-018,53,0,0.0059,PASS,,QC-C,IATF 16949
QI-0000421,2025-08-05 12:00:00,M03,DRH-016,158,6,0.0407,PASS,熔接痕,QC-C,IATF 16949
QI-0000422,2024-11-10 04:00:00,M07,CUP-012,179,3,0.0179,PASS,缩痕,QC-C,IATF 16949
QI-0000423,2025-09-03 18:00:00,M11,VEN-024,57,0,0.008,PASS,,QC-A,客户标准
QI-0000424,2025-11-16 05:00:00,M14,BUM-024,53,2,0.05,PASS,缩痕,QC-A,客户标准
QI-0000425,2024-04-19 02:00:00,M21,TLM-026,103,0,0.0073,PASS,,QC-B,IATF 16949
QI-0000426,2025-09-14 20:00:00,M05,VEN-023,81,0,0.0106,PASS,,QC-B,ISO 9001
QI-0000427,2024-12-18 00:00:00,M17,BUM-016,66,0,0.0054,PASS,,QC-B,IATF 16949
QI-0000428,2026-04-15 16:00:00,M17,BUM-014,29,0,0.0053,PASS,,QC-D,IATF 16949
QI-0000429,2026-01-23 01:00:00,M03,DRH-018,130,0,0.0036,PASS,,QC-C,ISO 9001
QI-0000430,2024-03-21 15:00:00,M03,VEN-028,121,1,0.0118,PASS,银纹,QC-B,IATF 16949
QI-0000431,2025-03-13 07:00:00,M21,TLM-007,80,0,0.0049,PASS,,QC-A,客户标准
QI-0000432,2026-02-22 22:00:00,M29,LFR-005,177,6,0.0365,PASS,黑点,QC-D,IATF 16949
QI-0000433,2025-06-10 14:00:00,M05,DRH-012,89,0,0.0043,PASS,,QC-A,ISO 9001
QI-0000434,2024-03-01 16:00:00,M26,LRB-015,174,1,0.011,FAIL,色差,QC-B,IATF 16949
QI-0000435,2024-10-28 17:00:00,M14,BUM-020,78,0,0.0035,PASS,,QC-D,ISO 9001
QI-0000436,2025-12-20 10:00:00,M21,HND-006,195,0,0.0039,PASS,,QC-C,客户标准
QI-0000437,2025-04-23 03:00:00,M07,CUP-013,122,0,0.0018,PASS,,QC-A,客户标准
QI-0000438,2024-08-06 15:00:00,M05,DRH-002,185,0,0.0018,PASS,,QC-D,客户标准
QI-0000439,2024-12-03 23:00:00,M25,WLC-014,41,0,0.0012,PASS,,QC-C,ISO 9001
QI-0000440,2025-05-07 13:00:00,M13,CUP-005,196,2,0.0136,PASS,色差,QC-D,ISO 9001
QI-0000441,2025-01-29 03:00:00,M09,DRH-020,121,1,0.0094,PASS,缩痕,QC-A,ISO 9001
QI-0000442,2024-06-30 01:00:00,M27,LFR-011,53,1,0.037,PASS,变形,QC-A,客户标准
QI-0000443,2024-09-11 11:00:00,M24,TLP-017,85,0,0.0024,PASS,,QC-A,ISO 9001
QI-0000444,2025-09-17 21:00:00,M02,VEN-011,88,0,0.004,PASS,,QC-B,IATF 16949
QI-0000445,2024-05-30 03:00:00,M18,TLM-003,163,4,0.0287,PASS,气泡,QC-B,IATF 16949
QI-0000446,2024-08-13 01:00:00,M26,LFR-015,153,0,0.0038,PASS,,QC-B,客户标准
QI-0000447,2025-04-28 12:00:00,M17,BUM-010,144,0,0.0033,PASS,,QC-B,客户标准
QI-0000448,2025-10-13 23:00:00,M29,LFR-016,74,0,0.0012,PASS,,QC-C,客户标准
QI-0000449,2025-01-12 19:00:00,M06,VEN-012,70,0,0.0135,PASS,,QC-A,ISO 9001
QI-0000450,2025-03-07 04:00:00,M14,HND-013,103,0,0.002,PASS,,QC-C,IATF 16949
QI-0000451,2026-04-06 03:00:00,M17,BUM-020,49,0,0.007,PASS,,QC-D,客户标准
QI-0000452,2024-03-10 13:00:00,M03,DRH-019,165,0,0.0017,PASS,,QC-C,ISO 9001
QI-0000453,2024-12-16 09:00:00,M01,DRH-010,72,2,0.0338,PASS,气泡,QC-A,ISO 9001
QI-0000454,2024-01-10 17:00:00,M01,DRH-028,196,0,0.0036,PASS,,QC-A,IATF 16949
QI-0000455,2025-06-10 06:00:00,M15,TLM-017,59,0,0.0124,PASS,,QC-D,客户标准
QI-0000456,2024-01-01 14:00:00,M29,LRB-021,42,0,0.0029,PASS,,QC-B,ISO 9001
QI-0000457,2025-07-25 12:00:00,M21,TLM-018,57,0,0.0159,PASS,,QC-A,客户标准
QI-0000458,2024-03-23 03:00:00,M02,CUP-027,194,0,0.0029,PASS,,QC-D,客户标准
QI-0000459,2025-04-23 13:00:00,M13,VEN-022,45,0,0.0015,PASS,,QC-A,客户标准
QI-0000460,2024-06-12 21:00:00,M10,DRH-021,73,2,0.0298,PASS,黑点,QC-A,ISO 9001
QI-0000461,2024-01-23 03:00:00,M21,TLM-003,72,0,0.0068,PASS,,QC-D,IATF 16949
QI-0000462,2024-09-24 02:00:00,M01,VEN-009,96,0,0.0059,PASS,,QC-D,客户标准
QI-0000463,2025-01-27 08:00:00,M04,VEN-028,188,1,0.0083,PASS,色差,QC-C,IATF 16949
QI-0000464,2024-09-15 08:00:00,M19,HND-026,20,0,0.0041,PASS,,QC-B,客户标准
QI-0000465,2025-10-21 01:00:00,M07,DRH-010,61,1,0.0199,PASS,熔接痕,QC-A,客户标准
QI-0000466,2026-02-04 11:00:00,M22,BUM-027,185,0,0.0033,PASS,,QC-C,客户标准
QI-0000467,2024-09-16 02:00:00,M28,LFR-017,29,0,0.0124,PASS,,QC-C,IATF 16949
QI-0000468,2024-11-08 09:00:00,M23,WLC-020,68,1,0.0177,PASS,熔接痕,QC-A,客户标准
QI-0000469,2025-06-30 08:00:00,M09,DRH-027,21,0,0.0129,PASS,,QC-A,客户标准
QI-0000470,2025-09-17 09:00:00,M14,HND-008,156,4,0.0263,FAIL,变形,QC-C,IATF 16949
QI-0000471,2025-02-20 22:00:00,M26,LRB-005,28,0,0.0043,PASS,,QC-D,客户标准
QI-0000472,2026-04-17 03:00:00,M08,VEN-005,183,3,0.0192,PASS,熔接痕,QC-D,ISO 9001
QI-0000473,2025-02-27 03:00:00,M19,TLM-028,138,0,0.0058,PASS,,QC-A,IATF 16949
QI-0000474,2024-01-09 15:00:00,M23,WLC-023,172,0,0.0039,PASS,,QC-A,IATF 16949
QI-0000475,2026-02-04 01:00:00,M09,CUP-006,147,0,0.0025,PASS,,QC-A,IATF 16949
QI-0000476,2025-07-22 01:00:00,M04,CUP-019,117,1,0.0109,PASS,变形,QC-A,IATF 16949
QI-0000477,2024-11-11 06:00:00,M19,HND-008,80,0,0.0022,PASS,,QC-D,ISO 9001
QI-0000478,2025-09-18 14:00:00,M25,TLP-016,166,3,0.0187,PASS,黑点,QC-A,IATF 16949
QI-0000479,2024-07-24 17:00:00,M27,LRB-009,145,0,0.0028,PASS,,QC-A,ISO 9001
QI-0000480,2024-03-06 01:00:00,M04,CUP-028,148,4,0.0321,FAIL,飞边,QC-B,客户标准
QI-0000481,2024-05-07 08:00:00,M18,BUM-007,152,0,0.0056,PASS,,QC-C,客户标准
QI-0000482,2024-06-07 05:00:00,M01,CUP-025,153,1,0.0113,PASS,气泡,QC-A,IATF 16949
QI-0000483,2025-05-10 01:00:00,M14,BUM-024,185,1,0.0081,PASS,变形,QC-B,IATF 16949
QI-0000484,2024-06-28 05:00:00,M19,HND-028,130,0,0.0027,PASS,,QC-C,IATF 16949
QI-0000485,2024-05-27 21:00:00,M19,HND-006,156,0,0.0029,PASS,,QC-C,客户标准
QI-0000486,2025-07-10 21:00:00,M25,WLC-016,143,1,0.0075,FAIL,缩痕,QC-B,ISO 9001
QI-0000487,2025-10-06 14:00:00,M21,TLM-011,163,0,0.0033,PASS,,QC-B,ISO 9001
QI-0000488,2024-12-10 09:00:00,M02,VEN-022,160,1,0.0081,PASS,色差,QC-D,ISO 9001
QI-0000489,2024-07-15 20:00:00,M12,VEN-009,102,0,0.0025,PASS,,QC-A,IATF 16949
QI-0000490,2024-09-08 17:00:00,M14,HND-025,133,1,0.0086,PASS,银纹,QC-B,IATF 16949
QI-0000491,2025-11-12 14:00:00,M26,LFR-022,130,6,0.05,PASS,尺寸不合格,QC-C,IATF 16949
QI-0000492,2025-09-25 07:00:00,M10,CUP-028,172,0,0.0051,PASS,,QC-A,客户标准
QI-0000493,2025-09-30 21:00:00,M28,LFR-005,33,0,0.016,PASS,,QC-C,ISO 9001
QI-0000494,2026-04-04 02:00:00,M16,BUM-018,39,0,0.0041,PASS,,QC-B,ISO 9001
QI-0000495,2024-05-03 17:00:00,M24,DUO-023,143,4,0.0307,PASS,气泡,QC-B,IATF 16949
QI-0000496,2024-02-16 19:00:00,M06,CUP-009,111,0,0.005,PASS,,QC-A,客户标准
QI-0000497,2024-09-07 11:00:00,M24,DUO-011,119,2,0.0222,PASS,变形,QC-D,IATF 16949
QI-0000498,2024-03-06 18:00:00,M04,CUP-025,147,0,0.0052,PASS,,QC-B,ISO 9001
QI-0000499,2024-09-06 00:00:00,M13,CUP-002,179,0,0.0004,PASS,,QC-C,ISO 9001
QI-0000500,2025-05-23 15:00:00,M13,VEN-003,178,5,0.0286,PASS,银纹,QC-D,客户标准
QI-0000501,2024-09-28 15:00:00,M20,HND-009,118,1,0.0122,PASS,缺料,QC-C,ISO 9001
