shift_id,shift_date,shift_name,operator_id,operator_name,assigned_machines,effective_hours,overtime_hours,attended
SH-0000327,2024-01-07,晚班,OP012,操作员12,M17,7.44,0.25,True
SH-0000328,2024-01-07,晚班,OP020,操作员20,M03,8.41,0.81,True
SH-0000329,2024-01-07,晚班,OP032,操作员32,M17;M01,7.81,0.3,True
SH-0000330,2024-01-07,晚班,OP042,操作员42,M22;M12;M17,8.26,1.49,True
SH-0000331,2024-01-07,晚班,OP029,操作员29,M14;M04;M25,7.75,0.39,False
SH-0000332,2024-01-07,晚班,OP037,操作员37,M23;M14;M13,6.79,1.39,True
SH-0000333,2024-01-07,晚班,OP034,操作员34,M08,8.26,0.07,True
SH-0000334,2024-01-07,晚班,OP040,操作员40,M12,8.29,0.56,True
SH-0000335,2024-01-07,晚班,OP007,操作员07,M17;M21;M19,6.75,1.03,True
SH-0000336,2024-01-07,晚班,OP036,操作员36,M01;M03,6.57,1.06,False
SH-0000337,2024-01-08,白班,OP046,操作员46,M26;M17,6.63,0.48,True
SH-0000338,2024-01-08,白班,OP012,操作员12,M05;M13,7.88,1.47,True
SH-0000339,2024-01-08,白班,OP005,操作员05,M17;M14;M08,7.69,1.29,True
SH-0000340,2024-01-08,白班,OP008,操作员08,M13;M26;M01,6.51,0.77,True
SH-0000341,2024-01-08,白班,OP011,操作员11,M28,8.5,1.14,False
SH-0000342,2024-01-08,白班,OP035,操作员35,M01,8.11,1.2,True
SH-0000343,2024-01-08,白班,OP020,操作员20,M17;M23;M21,6.8,0.64,True
SH-0000344,2024-01-08,白班,OP014,操作员14,M20;M08;M24,7.4,1.76,True
SH-0000345,2024-01-08,白班,OP033,操作员33,M18;M06,8.06,0.82,True
SH-0000346,2024-01-08,白班,OP014,操作员14,M15;M01,6.95,0.76,True
SH-0000347,2024-01-08,白班,OP006,操作员06,M15,7.83,0.18,False
SH-0000348,2024-01-08,白班,OP028,操作员28,M13;M17,7.74,0.77,True
SH-0000349,2024-01-08,白班,OP040,操作员40,M10,8.03,1.57,True
SH-0000350,2024-01-08,夜班,OP027,操作员27,M01;M21,8.48,1.34,True
SH-0000351,2024-01-08,夜班,OP022,操作员22,M16;M21,7.96,0.23,True
SH-0000352,2024-01-08,夜班,OP018,操作员18,M06;M17,8.05,1.8,True
SH-0000353,2024-01-08,夜班,OP006,操作员06,M12,7.67,1.24,True
SH-0000354,2024-01-08,夜班,OP047,操作员47,M06;M09;M16,6.67,0.34,True
SH-0000355,2024-01-08,夜班,OP035,操作员35,M06;M22;M15,7.77,1.02,True
SH-0000356,2024-01-08,夜班,OP003,操作员03,M27,6.84,1.76,False
SH-0000357,2024-01-08,夜班,OP043,操作员43,M21;M15,8.05,0.73,True
SH-0000358,2024-01-08,夜班,OP028,操作员28,M14;M18;M15,6.78,0.81,True
SH-0000359,2024-01-08,夜班,OP044,操作员44,M23,7.24,0.15,False
SH-0000360,2024-01-08,夜班,OP036,操作员36,M05;M20,7.0,1.54,True
SH-0000361,2024-01-08,夜班,OP016,操作员16,M06;M16,6.58,0.14,True
SH-0000362,2024-01-08,夜班,OP027,操作员27,M24,8.05,1.74,True
SH-0000363,2024-01-08,夜班,OP048,操作员48,M13;M17;M12,7.53,1.25,True
SH-0000364,2024-01-08,夜班,OP022,操作员22,M12,7.03,0.92,True
SH-0000365,2024-01-08,夜班,OP022,操作员22,M09;M22,7.28,1.47,True
SH-0000366,2024-01-08,夜班,OP022,操作员22,M10,6.79,0.68,True
SH-0000367,2024-01-08,夜班,OP034,操作员34,M16;M05;M13,7.78,0.92,True
SH-0000368,2024-01-08,晚班,OP026,操作员26,M09,7.68,0.69,False
SH-0000369,2024-01-08,晚班,OP048,操作员48,M08,8.2,1.92,True
SH-0000370,2024-01-08,晚班,OP003,操作员03,M22,7.76,1.66,True
SH-0000371,2024-01-08,晚班,OP031,操作员31,M03,7.62,1.37,True
SH-0000372,2024-01-08,晚班,OP013,操作员13,M29;M27;M22,8.25,1.19,True
SH-0000373,2024-01-08,晚班,OP005,操作员05,M16;M05,8.19,1.21,True
SH-0000374,2024-01-08,晚班,OP038,操作员38,M01,7.42,0.98,True
SH-0000375,2024-01-08,晚班,OP002,操作员02,M10;M19,6.81,1.54,True
SH-0000376,2024-01-08,晚班,OP035,操作员35,M14;M19;M03,7.36,0.25,True
SH-0000377,2024-01-08,晚班,OP003,操作员03,M02;M26;M29,6.93,0.2,True
SH-0000378,2024-01-08,晚班,OP003,操作员03,M05;M23,7.57,1.87,True
SH-0000379,2024-01-08,晚班,OP038,操作员38,M12,7.51,0.67,True
SH-0000380,2024-01-08,晚班,OP014,操作员14,M07,7.33,0.08,True
SH-0000381,2024-01-08,晚班,OP042,操作员42,M02;M07,6.89,1.11,True
SH-0000382,2024-01-08,晚班,OP003,操作员03,M19,7.23,1.24,True
SH-0000383,2024-01-08,晚班,OP030,操作员30,M28;M13;M19,7.31,1.48,True
SH-0000384,2024-01-08,晚班,OP038,操作员38,M07,6.98,0.64,True
SH-0000385,2024-01-08,晚班,OP033,操作员33,M05;M04,6.63,0.52,False
SH-0000386,2024-01-08,晚班,OP043,操作员43,M28,7.34,1.46,True
SH-0000387,2024-01-08,晚班,OP032,操作员32,M24;M20,6.57,1.46,True
SH-0000388,2024-01-09,白班,OP007,操作员07,M11;M17;M01,6.55,1.16,True
SH-0000389,2024-01-09,白班,OP048,操作员48,M29,6.65,0.59,True
SH-0000390,2024-01-09,白班,OP007,操作员07,M08;M12;M27,7.03,0.68,True
SH-0000391,2024-01-09,白班,OP022,操作员22,M14;M12;M20,6.6,1.83,True
SH-0000392,2024-01-09,白班,OP014,操作员14,M04;M22,8.11,1.2,False
SH-0000393,2024-01-09,白班,OP020,操作员20,M05,7.69,0.49,True
SH-0000394,2024-01-09,白班,OP001,操作员01,M25,6.97,0.99,True
SH-0000395,2024-01-09,白班,OP012,操作员12,M29,8.07,0.98,True
SH-0000396,2024-01-09,白班,OP038,操作员38,M11;M03;M04,7.2,0.53,True
SH-0000397,2024-01-09,白班,OP019,操作员19,M03,8.39,0.91,True
SH-0000398,2024-01-09,白班,OP033,操作员33,M27;M13;M20,7.51,0.7,True
SH-0000399,2024-01-09,白班,OP005,操作员05,M08;M14,7.23,1.43,True
SH-0000400,2024-01-09,白班,OP034,操作员34,M20,7.07,1.62,True
SH-0000401,2024-01-09,白班,OP028,操作员28,M01;M20;M25,6.62,1.72,True
SH-0000402,2024-01-09,白班,OP047,操作员47,M03,7.93,1.79,False
SH-0000403,2024-01-09,白班,OP026,操作员26,M13;M21;M23,7.99,1.29,True
SH-0000404,2024-01-09,白班,OP038,操作员38,M27;M03,6.74,0.11,True
SH-0000405,2024-01-09,夜班,OP030,操作员30,M18;M29,8.42,1.37,True
SH-0000406,2024-01-09,夜班,OP021,操作员21,M28,8.43,0.25,True
SH-0000407,2024-01-09,夜班,OP040,操作员40,M14,6.55,1.74,True
SH-0000408,2024-01-09,夜班,OP014,操作员14,M19;M03;M01,6.84,0.16,True
SH-0000409,2024-01-09,夜班,OP014,操作员14,M10;M29;M11,7.68,1.53,True
SH-0000410,2024-01-09,夜班,OP038,操作员38,M14;M07,6.71,0.64,True
SH-0000411,2024-01-09,夜班,OP037,操作员37,M08,7.85,0.77,True
SH-0000412,2024-01-09,夜班,OP018,操作员18,M24;M19,6.77,0.92,False
SH-0000413,2024-01-09,夜班,OP004,操作员04,M18,7.8,0.69,True
SH-0000414,2024-01-09,夜班,OP025,操作员25,M27;M07,8.04,1.85,True
SH-0000415,2024-01-09,夜班,OP042,操作员42,M28;M27;M16,6.87,1.65,True
SH-0000416,2024-01-09,夜班,OP001,操作员01,M26,6.87,0.85,False
SH-0000417,2024-01-09,夜班,OP044,操作员44,M20;M10,7.63,0.14,True
SH-0000418,2024-01-09,夜班,OP048,操作员48,M24;M10,7.73,1.27,True
SH-0000419,2024-01-09,夜班,OP014,操作员14,M13,7.44,0.65,True
SH-0000420,2024-01-09,晚班,OP020,操作员20,M29;M26;M19,8.31,0.51,True
SH-0000421,2024-01-09,晚班,OP025,操作员25,M03,8.39,0.06,False
SH-0000422,2024-01-09,晚班,OP040,操作员40,M13,7.08,1.75,False
SH-0000423,2024-01-09,晚班,OP019,操作员19,M11;M04,7.09,1.84,True
SH-0000424,2024-01-09,晚班,OP044,操作员44,M24;M12,7.59,1.5,True
SH-0000425,2024-01-09,晚班,OP022,操作员22,M27;M19;M17,8.12,0.58,True
SH-0000426,2024-01-09,晚班,OP034,操作员34,M11;M06;M07,6.69,1.93,True
SH-0000427,2024-01-09,晚班,OP021,操作员21,M08;M22;M11,7.34,1.07,True
SH-0000428,2024-01-09,晚班,OP021,操作员21,M28;M24,6.96,1.59,True
SH-0000429,2024-01-09,晚班,OP035,操作员35,M20,8.28,1.81,True
SH-0000430,2024-01-09,晚班,OP016,操作员16,M07;M04;M19,7.69,0.61,True
SH-0000431,2024-01-09,晚班,OP047,操作员47,M03;M07,8.31,1.83,True
SH-0000432,2024-01-09,晚班,OP011,操作员11,M11;M26;M18,7.77,0.16,True
SH-0000433,2024-01-09,晚班,OP004,操作员04,M04;M23;M28,7.81,1.86,False
SH-0000434,2024-01-09,晚班,OP029,操作员29,M26,8.09,0.46,True
SH-0000435,2024-01-09,晚班,OP032,操作员32,M10;M21;M01,7.5,1.81,True
SH-0000436,2024-01-10,白班,OP027,操作员27,M29;M13;M04,6.7,1.37,True
SH-0000437,2024-01-10,白班,OP002,操作员02,M14;M21,6.87,0.71,True
SH-0000438,2024-01-10,白班,OP041,操作员41,M28;M25,7.81,0.47,True
SH-0000439,2024-01-10,白班,OP007,操作员07,M04;M22,6.78,0.23,True
SH-0000440,2024-01-10,白班,OP033,操作员33,M15;M21;M11,7.45,0.78,False
SH-0000441,2024-01-10,白班,OP031,操作员31,M16;M21;M28,6.62,1.12,True
SH-0000442,2024-01-10,白班,OP048,操作员48,M18;M21;M16,7.74,0.95,True
SH-0000443,2024-01-10,白班,OP015,操作员15,M01;M17,7.72,1.02,True
SH-0000444,2024-01-10,白班,OP021,操作员21,M04;M26,8.35,0.37,True
SH-0000445,2024-01-10,白班,OP002,操作员02,M17,6.94,0.42,False
SH-0000446,2024-01-10,白班,OP041,操作员41,M26,7.48,1.6,True
SH-0000447,2024-01-10,白班,OP038,操作员38,M07,7.12,1.64,True
SH-0000448,2024-01-10,白班,OP026,操作员26,M10;M28;M18,8.1,0.5,True
SH-0000449,2024-01-10,白班,OP036,操作员36,M04;M06,7.92,0.76,True
SH-0000450,2024-01-10,白班,OP042,操作员42,M11;M16,6.96,0.45,True
SH-0000451,2024-01-10,白班,OP033,操作员33,M06;M19,7.76,1.21,True
SH-0000452,2024-01-10,白班,OP019,操作员19,M25,7.03,1.09,True
SH-0000453,2024-01-10,白班,OP041,操作员41,M19;M21;M03,8.36,1.7,False
SH-0000454,2024-01-10,白班,OP043,操作员43,M02;M23,7.48,0.19,False
SH-0000455,2024-01-10,夜班,OP002,操作员02,M16;M26,7.64,1.66,True
SH-0000456,2024-01-10,夜班,OP035,操作员35,M15,7.4,1.49,True
SH-0000457,2024-01-10,夜班,OP034,操作员34,M14;M21,7.27,0.54,True
SH-0000458,2024-01-10,夜班,OP004,操作员04,M16;M09;M19,7.82,1.68,True
SH-0000459,2024-01-10,夜班,OP006,操作员06,M27;M18;M02,8.18,1.37,True
SH-0000460,2024-01-10,夜班,OP016,操作员16,M14;M07,6.94,1.23,False
SH-0000461,2024-01-10,夜班,OP036,操作员36,M17;M02,6.57,1.51,True
SH-0000462,2024-01-10,夜班,OP029,操作员29,M26;M17;M25,7.46,0.09,True
SH-0000463,2024-01-10,夜班,OP028,操作员28,M04;M02,7.65,0.75,True
SH-0000464,2024-01-10,夜班,OP011,操作员11,M20;M19;M06,7.53,0.58,False
SH-0000465,2024-01-10,夜班,OP034,操作员34,M03,7.48,1.2,True
SH-0000466,2024-01-10,夜班,OP034,操作员34,M22,6.88,1.18,True
SH-0000467,2024-01-10,夜班,OP001,操作员01,M15;M18,8.07,0.2,True
SH-0000468,2024-01-10,夜班,OP041,操作员41,M21;M18;M09,6.52,1.65,False
SH-0000469,2024-01-10,夜班,OP020,操作员20,M24;M23,7.14,0.96,True
SH-0000470,2024-01-10,夜班,OP019,操作员19,M18;M03;M05,7.52,1.13,True
SH-0000471,2024-01-10,晚班,OP006,操作员06,M24;M27,6.76,0.96,True
SH-0000472,2024-01-10,晚班,OP026,操作员26,M26,7.1,1.74,False
SH-0000473,2024-01-10,晚班,OP007,操作员07,M24;M18;M05,6.75,1.15,True
SH-0000474,2024-01-10,晚班,OP010,操作员10,M04,7.59,1.82,True
SH-0000475,2024-01-10,晚班,OP023,操作员23,M20;M02;M01,8.01,1.32,False
SH-0000476,2024-01-10,晚班,OP025,操作员25,M25,7.78,0.47,False
SH-0000477,2024-01-10,晚班,OP004,操作员04,M06;M08,7.37,0.4,False
SH-0000478,2024-01-10,晚班,OP035,操作员35,M01;M07,7.53,0.32,True
SH-0000479,2024-01-10,晚班,OP032,操作员32,M23;M21,6.54,1.89,True
SH-0000480,2024-01-10,晚班,OP027,操作员27,M22,6.92,1.31,False
SH-0000481,2024-01-10,晚班,OP018,操作员18,M25;M16,7.47,0.35,True
SH-0000482,2024-01-10,晚班,OP025,操作员25,M14;M09;M08,6.55,1.29,False
SH-0000483,2024-01-10,晚班,OP033,操作员33,M05,7.56,1.15,True
SH-0000484,2024-01-10,晚班,OP009,操作员09,M27;M07,6.69,0.24,True
SH-0000485,2024-01-11,白班,OP013,操作员13,M03;M15,7.81,0.59,True
SH-0000486,2024-01-11,白班,OP004,操作员04,M28,7.38,1.89,True
SH-0000487,2024-01-11,白班,OP017,操作员17,M04;M18;M24,6.59,1.78,True
SH-0000488,2024-01-11,白班,OP006,操作员06,M01,7.56,0.59,True
SH-0000489,2024-01-11,白班,OP022,操作员22,M06;M11,7.61,1.37,True
SH-0000490,2024-01-11,白班,OP027,操作员27,M23;M07;M24,6.65,1.38,True
SH-0000491,2024-01-11,白班,OP027,操作员27,M28,6.97,1.86,True
SH-0000492,2024-01-11,白班,OP008,操作员08,M16;M07;M04,8.19,1.7,True
SH-0000493,2024-01-11,白班,OP047,操作员47,M19,7.3,1.92,True
SH-0000494,2024-01-11,白班,OP033,操作员33,M29,8.29,0.04,True
SH-0000495,2024-01-11,白班,OP024,操作员24,M26,6.64,0.33,True
SH-0000496,2024-01-11,白班,OP033,操作员33,M06;M23;M03,6.73,0.98,True
SH-0000497,2024-01-11,白班,OP018,操作员18,M27;M23;M03,7.83,0.49,True
SH-0000498,2024-01-11,白班,OP016,操作员16,M03,7.38,1.26,True
SH-0000499,2024-01-11,白班,OP022,操作员22,M18,6.65,1.69,True
SH-0000500,2024-01-11,白班,OP041,操作员41,M23;M02,8.34,1.65,True
SH-0000501,2024-01-11,白班,OP024,操作员24,M19;M25,7.1,1.11,True
SH-0000502,2024-01-11,白班,OP005,操作员05,M25;M09;M02,6.78,0.51,True
SH-0000503,2024-01-11,夜班,OP005,操作员05,M09,8.06,1.72,False
SH-0000504,2024-01-11,夜班,OP016,操作员16,M19;M08;M26,7.52,1.43,True
SH-0000505,2024-01-11,夜班,OP043,操作员43,M12,8.03,1.69,False
SH-0000506,2024-01-11,夜班,OP008,操作员08,M08;M16;M05,7.09,0.69,True
SH-0000507,2024-01-11,夜班,OP013,操作员13,M20;M15;M29,7.65,0.2,True
SH-0000508,2024-01-11,夜班,OP004,操作员04,M29;M23;M01,8.14,0.33,True
SH-0000509,2024-01-11,夜班,OP033,操作员33,M11;M01;M12,7.65,0.65,True
SH-0000510,2024-01-11,夜班,OP043,操作员43,M08,6.89,0.78,True
SH-0000511,2024-01-11,夜班,OP034,操作员34,M25;M27,7.09,1.62,True
SH-0000512,2024-01-11,夜班,OP041,操作员41,M28;M18;M21,7.08,1.56,True
SH-0000513,2024-01-11,夜班,OP028,操作员28,M19,7.87,0.01,True
SH-0000514,2024-01-11,夜班,OP029,操作员29,M03;M22,6.65,0.13,True
SH-0000515,2024-01-11,夜班,OP038,操作员38,M02;M18;M12,7.73,0.71,True
SH-0000516,2024-01-11,夜班,OP011,操作员11,M26;M13;M05,8.09,0.29,True
SH-0000517,2024-01-11,夜班,OP046,操作员46,M04,7.32,1.69,True
SH-0000518,2024-01-11,夜班,OP015,操作员15,M14,7.0,1.56,True
SH-0000519,2024-01-11,夜班,OP044,操作员44,M25;M29,7.42,0.6,False
SH-0000520,2024-01-11,夜班,OP036,操作员36,M22;M10;M13,6.58,0.51,True
SH-0000521,2024-01-11,夜班,OP029,操作员29,M23;M05,6.59,0.13,True
SH-0000522,2024-01-11,夜班,OP022,操作员22,M19;M01,6.93,1.37,True
SH-0000523,2024-01-11,晚班,OP025,操作员25,M11;M03;M19,7.12,0.94,True
SH-0000524,2024-01-11,晚班,OP019,操作员19,M08;M07;M26,6.73,0.18,True
SH-0000525,2024-01-11,晚班,OP047,操作员47,M12;M06;M08,7.18,0.59,True
SH-0000526,2024-01-11,晚班,OP006,操作员06,M11,8.35,1.33,False
SH-0000527,2024-01-11,晚班,OP036,操作员36,M13,7.76,0.89,True
SH-0000528,2024-01-11,晚班,OP001,操作员01,M12,6.8,1.39,True
SH-0000529,2024-01-11,晚班,OP016,操作员16,M06;M23;M17,7.05,0.21,True
SH-0000530,2024-01-11,晚班,OP017,操作员17,M20,6.86,1.4,True
SH-0000531,2024-01-11,晚班,OP017,操作员17,M09,7.81,1.16,True
SH-0000532,2024-01-11,晚班,OP032,操作员32,M26;M25,6.81,1.25,True
SH-0000533,2024-01-11,晚班,OP015,操作员15,M28,8.29,1.93,True
SH-0000534,2024-01-11,晚班,OP010,操作员10,M28,8.16,0.41,True
SH-0000535,2024-01-11,晚班,OP020,操作员20,M08,7.08,0.53,True
SH-0000536,2024-01-12,白班,OP021,操作员21,M07;M22;M03,6.56,1.95,True
SH-0000537,2024-01-12,白班,OP011,操作员11,M15;M11,7.46,0.94,True
SH-0000538,2024-01-12,白班,OP016,操作员16,M23,7.24,1.41,False
SH-0000539,2024-01-12,白班,OP004,操作员04,M22;M27;M19,6.78,0.87,True
SH-0000540,2024-01-12,白班,OP005,操作员05,M28,6.96,0.19,True
SH-0000541,2024-01-12,白班,OP020,操作员20,M19;M08,7.48,1.73,True
SH-0000542,2024-01-12,白班,OP030,操作员30,M05;M29;M27,6.59,0.47,False
SH-0000543,2024-01-12,白班,OP014,操作员14,M24;M11,6.52,1.97,False
SH-0000544,2024-01-12,白班,OP044,操作员44,M07,6.95,0.68,True
SH-0000545,2024-01-12,白班,OP006,操作员06,M05;M06;M22,7.41,1.98,True
SH-0000546,2024-01-12,白班,OP013,操作员13,M17;M19,8.45,1.27,False
SH-0000547,2024-01-12,白班,OP027,操作员27,M21;M01,6.84,1.22,False
SH-0000548,2024-01-12,白班,OP038,操作员38,M01;M04,7.73,0.57,True
SH-0000549,2024-01-12,白班,OP029,操作员29,M03,8.44,0.12,True
SH-0000550,2024-01-12,白班,OP029,操作员29,M12,6.71,1.52,True
SH-0000551,2024-01-12,白班,OP040,操作员40,M08;M02;M01,7.93,1.04,True
SH-0000552,2024-01-12,白班,OP002,操作员02,M21;M04,7.02,1.17,True
SH-0000553,2024-01-12,白班,OP042,操作员42,M03;M29;M13,8.48,0.82,False
SH-0000554,2024-01-12,夜班,OP032,操作员32,M09,7.31,1.51,True
SH-0000555,2024-01-12,夜班,OP017,操作员17,M24;M21;M22,6.58,0.47,True
SH-0000556,2024-01-12,夜班,OP009,操作员09,M11,7.52,0.24,True
SH-0000557,2024-01-12,夜班,OP006,操作员06,M09;M24;M07,6.7,0.92,True
SH-0000558,2024-01-12,夜班,OP033,操作员33,M16,7.8,1.92,True
SH-0000559,2024-01-12,夜班,OP033,操作员33,M26;M17;M09,7.38,0.04,True
SH-0000560,2024-01-12,夜班,OP003,操作员03,M05,8.33,1.14,True
SH-0000561,2024-01-12,夜班,OP022,操作员22,M08;M02;M14,6.99,1.69,True
SH-0000562,2024-01-12,夜班,OP032,操作员32,M01;M26;M21,6.72,0.69,True
SH-0000563,2024-01-12,夜班,OP022,操作员22,M23,8.25,1.21,True
SH-0000564,2024-01-12,夜班,OP042,操作员42,M02,7.41,1.11,True
SH-0000565,2024-01-12,夜班,OP043,操作员43,M22,7.04,0.66,False
SH-0000566,2024-01-12,晚班,OP036,操作员36,M26,7.34,0.61,True
SH-0000567,2024-01-12,晚班,OP007,操作员07,M10;M20,6.52,0.56,False
SH-0000568,2024-01-12,晚班,OP003,操作员03,M08,6.78,1.37,True
SH-0000569,2024-01-12,晚班,OP008,操作员08,M08;M18,7.02,1.43,True
SH-0000570,2024-01-12,晚班,OP019,操作员19,M13;M15;M10,7.29,1.52,True
SH-0000571,2024-01-12,晚班,OP032,操作员32,M27;M24,8.21,1.14,True
SH-0000572,2024-01-12,晚班,OP007,操作员07,M22,7.68,1.37,True
SH-0000573,2024-01-12,晚班,OP022,操作员22,M15,7.95,1.62,True
SH-0000574,2024-01-12,晚班,OP035,操作员35,M13;M29;M05,7.85,0.41,True
SH-0000575,2024-01-12,晚班,OP039,操作员39,M29,6.67,0.89,True
SH-0000576,2024-01-12,晚班,OP009,操作员09,M18;M22,7.16,0.69,True
SH-0000577,2024-01-12,晚班,OP013,操作员13,M10;M22,8.39,0.97,False
SH-0000578,2024-01-12,晚班,OP040,操作员40,M15,8.35,0.34,True
SH-0000579,2024-01-12,晚班,OP022,操作员22,M10;M05,6.77,1.49,True
SH-0000580,2024-01-12,晚班,OP039,操作员39,M11,7.02,0.31,False
SH-0000581,2024-01-12,晚班,OP029,操作员29,M14;M21,6.76,0.75,False
SH-0000582,2024-01-12,晚班,OP019,操作员19,M10;M08,6.97,1.98,True
SH-0000583,2024-01-12,晚班,OP027,操作员27,M18;M08;M13,7.03,1.58,False
SH-0000584,2024-01-12,晚班,OP009,操作员09,M20;M15,6.51,0.36,True
SH-0000585,2024-01-12,晚班,OP029,操作员29,M21;M26;M20,6.82,0.27,False
SH-0000586,2024-01-13,白班,OP024,操作员24,M03;M14,8.31,1.96,True
SH-0000587,2024-01-13,白班,OP027,操作员27,M03;M19,7.25,1.12,True
SH-0000588,2024-01-13,白班,OP021,操作员21,M12;M22,6.78,1.0,True
SH-0000589,2024-01-13,白班,OP029,操作员29,M15;M06;M05,7.79,0.33,True
SH-0000590,2024-01-13,白班,OP026,操作员26,M25;M17;M14,6.66,1.45,True
SH-0000591,2024-01-13,白班,OP029,操作员29,M19;M04,7.19,1.6,False
SH-0000592,2024-01-13,白班,OP001,操作员01,M15;M24;M20,7.99,0.08,True
SH-0000593,2024-01-13,白班,OP047,操作员47,M27;M21;M14,7.33,1.27,True
SH-0000594,2024-01-13,白班,OP044,操作员44,M14;M13;M02,8.07,0.17,True
SH-0000595,2024-01-13,白班,OP008,操作员08,M02,7.44,0.29,True
SH-0000596,2024-01-13,白班,OP016,操作员16,M24;M23,8.1,0.35,True
SH-0000597,2024-01-13,白班,OP040,操作员40,M07,7.67,1.09,True
SH-0000598,2024-01-13,白班,OP004,操作员04,M12,7.14,0.45,True
SH-0000599,2024-01-13,夜班,OP027,操作员27,M18,8.16,0.6,True
SH-0000600,2024-01-13,夜班,OP032,操作员32,M23;M13;M21,8.31,1.02,False
SH-0000601,2024-01-13,夜班,OP025,操作员25,M22,7.44,1.2,True
SH-0000602,2024-01-13,夜班,OP047,操作员47,M05,6.97,1.15,True
SH-0000603,2024-01-13,夜班,OP019,操作员19,M02,8.08,1.0,True
SH-0000604,2024-01-13,夜班,OP017,操作员17,M14;M04,7.36,1.71,True
SH-0000605,2024-01-13,夜班,OP047,操作员47,M02;M03;M18,8.19,1.39,False
SH-0000606,2024-01-13,夜班,OP009,操作员09,M28;M09,6.73,0.97,False
SH-0000607,2024-01-13,夜班,OP004,操作员04,M26;M07,8.06,0.39,True
SH-0000608,2024-01-13,夜班,OP014,操作员14,M25;M12;M26,7.86,1.53,True
SH-0000609,2024-01-13,夜班,OP033,操作员33,M19,6.5,0.69,False
SH-0000610,2024-01-13,夜班,OP003,操作员03,M10;M05;M25,7.34,1.78,True
SH-0000611,2024-01-13,夜班,OP044,操作员44,M11,7.08,0.56,True
SH-0000612,2024-01-13,晚班,OP036,操作员36,M17;M12;M07,7.98,0.07,True
SH-0000613,2024-01-13,晚班,OP026,操作员26,M08;M28,7.33,1.47,False
SH-0000614,2024-01-13,晚班,OP002,操作员02,M22;M10,7.68,0.8,True
SH-0000615,2024-01-13,晚班,OP001,操作员01,M26;M11,7.55,0.67,True
SH-0000616,2024-01-13,晚班,OP042,操作员42,M20;M19,7.36,1.72,True
SH-0000617,2024-01-13,晚班,OP013,操作员13,M17,8.0,0.56,True
SH-0000618,2024-01-13,晚班,OP039,操作员39,M25;M20,7.48,1.63,True
SH-0000619,2024-01-13,晚班,OP015,操作员15,M09;M25;M17,7.33,1.22,True
SH-0000620,2024-01-13,晚班,OP021,操作员21,M22,7.7,0.48,True
SH-0000621,2024-01-13,晚班,OP041,操作员41,M06,6.72,0.65,True
SH-0000622,2024-01-13,晚班,OP041,操作员41,M16;M14;M18,8.14,1.68,True
SH-0000623,2024-01-13,晚班,OP008,操作员08,M15;M02,8.25,1.46,True
SH-0000624,2024-01-13,晚班,OP019,操作员19,M19;M05,7.48,0.75,True
SH-0000625,2024-01-13,晚班,OP026,操作员26,M13;M20,8.13,0.12,True
SH-0000626,2024-01-14,白班,OP017,操作员17,M22;M29;M19,6.53,1.57,True
SH-0000627,2024-01-14,白班,OP044,操作员44,M21;M02;M06,6.61,1.58,True
SH-0000628,2024-01-14,白班,OP009,操作员09,M12;M18;M01,7.45,1.36,True
SH-0000629,2024-01-14,白班,OP013,操作员13,M08;M28;M27,7.31,0.21,True
SH-0000630,2024-01-14,白班,OP041,操作员41,M23,7.95,0.54,False
SH-0000631,2024-01-14,白班,OP035,操作员35,M21;M09,7.79,1.12,False
SH-0000632,2024-01-14,白班,OP011,操作员11,M20;M17;M19,6.58,1.58,False
SH-0000633,2024-01-14,白班,OP009,操作员09,M19;M28,6.72,0.46,False
