record_id,record_time,machine_id,sku,material_type,qty_produced,theoretical_weight_kg,actual_consumption_kg,waste_rate_pct,material_source,material_cost_yuan
MC-0000251,2025-01-17 10:00:00,M12,DRH-015,PA66,371,75.318,81.1,7.68,新料,2258.27
MC-0000252,2025-04-19 12:00:00,M21,TLM-017,POM,312,11.569,12.593,8.85,混料,169.04
MC-0000253,2025-03-27 12:00:00,M11,VEN-023,PC/ABS,971,501.765,574.541,14.5,新料,19705.61
MC-0000254,2025-10-21 15:00:00,M07,CUP-019,PP,832,598.844,691.532,15.48,回料,23246.02
MC-0000255,2025-08-19 13:00:00,M16,TLM-005,PP-GF20,671,102.495,114.294,11.51,新料,2429.46
MC-0000256,2025-06-29 15:00:00,M15,HND-019,PA66,558,407.778,425.026,4.23,新料,13219.19
MC-0000257,2026-03-02 11:00:00,M25,DUO-023,ABS,78,57.122,66.587,16.57,新料,1177.48
MC-0000258,2026-04-26 17:00:00,M03,VEN-006,PP-GF20,239,12.432,14.266,14.75,新料,266.37
MC-0000259,2024-04-30 16:00:00,M08,DRH-003,PA66,211,50.507,57.085,13.02,新料,1227.06
MC-0000260,2024-02-11 16:00:00,M16,HND-018,PA66,151,81.653,93.481,14.49,新料,2818.54
MC-0000261,2024-12-20 16:00:00,M24,DUO-023,PP-GF20,659,482.605,519.458,7.64,回料,8909.15
MC-0000262,2024-12-28 16:00:00,M09,DRH-008,ABS,569,142.708,165.942,16.28,新料,3861.5
MC-0000263,2026-02-17 14:00:00,M18,BUM-006,PP,199,108.614,123.967,14.14,回料,3913.22
MC-0000264,2024-09-12 16:00:00,M15,TLM-019,PA6,839,452.739,492.757,8.84,新料,6808.27
MC-0000265,2024-07-12 13:00:00,M01,VEN-029,POM,498,82.276,95.23,15.74,新料,2565.43
MC-0000266,2024-05-25 09:00:00,M25,TLP-018,PP-GF20,826,31.053,31.154,0.33,混料,412.05
MC-0000267,2024-01-08 14:00:00,M22,BUM-003,PC/ABS,752,250.183,257.851,3.06,新料,4177.88
MC-0000268,2025-10-01 11:00:00,M09,CUP-029,PA66,146,22.256,25.414,14.19,新料,340.94
MC-0000269,2025-05-18 14:00:00,M02,DRH-019,PC/ABS,196,88.464,92.6,4.68,新料,2399.4
MC-0000270,2025-03-13 10:00:00,M25,DUO-011,POM,634,28.08,28.956,3.12,新料,628.95
MC-0000271,2026-04-11 10:00:00,M20,TLM-010,TPE,945,439.37,478.703,8.95,新料,15703.03
MC-0000272,2026-04-11 16:00:00,M02,DRH-016,PA6,964,656.221,745.134,13.55,新料,9588.73
MC-0000273,2025-05-31 16:00:00,M01,CUP-029,PC/ABS,172,26.22,29.635,13.02,回料,804.43
MC-0000274,2024-11-11 16:00:00,M06,VEN-026,PA6,72,19.504,22.993,17.89,新料,243.86
MC-0000275,2024-10-04 17:00:00,M05,DRH-030,PP-GF20,219,109.424,116.212,6.2,混料,1868.78
MC-0000276,2024-08-06 17:00:00,M25,DUO-022,POM,156,126.969,140.465,10.63,回料,2614.25
MC-0000277,2024-06-11 15:00:00,M11,CUP-029,PA66,361,55.031,61.829,12.35,新料,1453.91
MC-0000278,2024-07-27 10:00:00,M08,VEN-003,PP,163,50.904,56.056,10.12,新料,1275.97
MC-0000279,2024-06-05 17:00:00,M10,VEN-016,PP,453,279.347,285.133,2.07,新料,4945.16
MC-0000280,2025-10-10 15:00:00,M16,BUM-012,ABS,964,827.4,883.929,6.83,混料,28988.92
MC-0000281,2025-01-03 15:00:00,M17,HND-009,POM,487,292.338,327.001,11.86,回料,10978.49
MC-0000282,2025-05-04 17:00:00,M12,CUP-013,ABS,432,47.433,55.756,17.55,回料,880.95
MC-0000283,2024-05-14 14:00:00,M14,BUM-026,POM,687,488.888,558.553,14.25,新料,6209.38
MC-0000284,2024-01-06 15:00:00,M25,WLC-014,PP,626,199.817,212.723,6.46,新料,4715.34
MC-0000285,2025-08-09 10:00:00,M13,CUP-010,PA66,276,140.918,159.823,13.42,混料,2911.74
MC-0000286,2024-08-09 17:00:00,M15,HND-013,POM,988,162.314,172.535,6.3,混料,3310.61
MC-0000287,2026-03-22 17:00:00,M06,CUP-013,ABS,902,99.038,116.144,17.27,新料,2655.67
MC-0000288,2024-01-09 17:00:00,M24,TLP-001,PA66,650,42.982,45.636,6.17,混料,624.76
MC-0000289,2025-07-14 12:00:00,M28,LRB-001,PC/ABS,482,39.816,45.829,15.1,混料,1042.35
MC-0000290,2026-03-29 08:00:00,M03,CUP-020,POM,415,184.359,200.113,8.55,回料,2010.68
MC-0000291,2025-02-25 15:00:00,M16,HND-015,PC/ABS,935,516.484,578.652,12.04,新料,18385.49
MC-0000292,2024-10-22 17:00:00,M10,CUP-013,PP-GF20,390,42.821,44.45,3.8,新料,962.11
MC-0000293,2024-09-22 14:00:00,M19,BUM-011,PP-GF20,718,473.084,552.376,16.76,新料,6320.49
MC-0000294,2025-08-01 17:00:00,M29,LRB-009,PA6,150,40.788,44.691,9.57,回料,571.65
MC-0000295,2025-03-13 15:00:00,M13,VEN-019,PC/ABS,200,57.33,63.36,10.52,新料,1403.19
MC-0000296,2026-04-16 08:00:00,M08,VEN-011,PA66,258,103.745,103.933,0.18,混料,3193.37
MC-0000297,2026-04-06 08:00:00,M16,TLM-015,PA6,543,124.442,126.921,1.99,回料,2886.26
MC-0000298,2026-03-09 12:00:00,M29,LRB-009,PP,974,264.85,282.488,6.66,新料,4960.6
MC-0000299,2025-12-21 11:00:00,M25,DUO-025,PA6,691,479.493,550.555,14.82,新料,19239.32
MC-0000300,2025-01-13 11:00:00,M22,HND-027,ABS,328,43.683,43.845,0.37,新料,601.2
MC-0000301,2025-11-27 10:00:00,M04,DRH-008,TPE,558,139.949,160.385,14.6,回料,1645.96
MC-0000302,2025-03-18 17:00:00,M19,HND-015,PC/ABS,434,239.737,279.061,16.4,新料,3517.45
MC-0000303,2025-07-21 17:00:00,M21,TLM-027,TPE,570,61.469,63.311,3.0,混料,1803.98
MC-0000304,2024-05-14 08:00:00,M19,TLM-010,PA6,69,32.081,33.054,3.03,新料,1147.94
MC-0000305,2025-01-28 16:00:00,M13,VEN-021,TPE,136,43.005,49.377,14.82,新料,444.48
MC-0000306,2025-12-28 11:00:00,M28,LRB-014,POM,570,115.541,128.143,10.91,新料,2429.41
MC-0000307,2024-12-07 09:00:00,M09,VEN-019,PP-GF20,836,239.639,254.865,6.35,新料,3765.72
MC-0000308,2025-01-27 12:00:00,M27,LFR-010,ABS,656,443.787,509.571,14.82,新料,17552.09
MC-0000309,2025-04-25 10:00:00,M22,BUM-011,ABS,786,517.888,581.021,12.19,新料,14657.69
MC-0000310,2024-08-11 09:00:00,M13,CUP-014,POM,926,683.097,686.118,0.44,回料,14819.91
MC-0000311,2026-04-29 15:00:00,M25,TLP-006,PP,354,241.634,263.565,9.08,新料,4837.19
MC-0000312,2025-07-22 10:00:00,M25,DUO-007,PC/ABS,694,279.352,320.244,14.64,新料,5244.47
MC-0000313,2024-05-11 13:00:00,M06,VEN-027,POM,481,363.844,409.982,12.68,新料,12677.09
MC-0000314,2024-02-28 11:00:00,M17,BUM-026,POM,512,364.353,421.019,15.55,新料,3733.87
MC-0000315,2024-01-21 09:00:00,M29,LFR-009,POM,770,481.412,558.381,15.99,新料,15860.55
MC-0000316,2025-03-11 14:00:00,M17,HND-003,POM,989,468.69,478.856,2.17,回料,11936.16
MC-0000317,2026-04-03 11:00:00,M13,CUP-017,ABS,969,28.245,28.751,1.79,混料,481.41
MC-0000318,2026-02-12 17:00:00,M24,TLP-014,PP-GF20,364,270.242,277.632,2.73,新料,6702.09
MC-0000319,2025-09-02 13:00:00,M11,CUP-025,TPE,224,106.5,114.724,7.72,新料,3847.0
MC-0000320,2024-12-09 16:00:00,M11,DRH-010,PA6,313,184.149,200.228,8.73,新料,6343.67
MC-0000321,2024-02-20 10:00:00,M28,LFR-013,TPE,918,563.353,616.918,9.51,新料,13980.86
MC-0000322,2024-12-29 17:00:00,M18,HND-001,PP-GF20,905,397.189,451.765,13.74,回料,15026.48
MC-0000323,2025-05-26 08:00:00,M07,CUP-002,TPE,849,741.288,807.643,8.95,新料,17089.56
MC-0000324,2024-02-09 16:00:00,M23,TLP-022,POM,446,314.583,325.448,3.45,混料,3072.17
MC-0000325,2025-09-17 10:00:00,M12,DRH-014,PP,125,87.55,91.519,4.53,新料,2687.77
MC-0000326,2025-02-13 10:00:00,M20,BUM-025,PA6,213,111.977,121.174,8.21,回料,3928.18
MC-0000327,2025-01-12 16:00:00,M14,BUM-002,POM,860,486.924,518.867,6.56,新料,13671.95
MC-0000328,2025-02-20 09:00:00,M24,TLP-001,PP-GF20,828,54.752,55.834,1.98,混料,1144.93
MC-0000329,2025-11-29 10:00:00,M08,VEN-030,POM,462,112.684,113.536,0.76,回料,3733.56
MC-0000330,2024-04-25 11:00:00,M10,CUP-029,PP,611,93.141,100.682,8.1,新料,3067.76
MC-0000331,2025-06-13 15:00:00,M09,CUP-001,PP,745,638.972,729.209,14.12,新料,16046.0
MC-0000332,2025-02-22 11:00:00,M11,VEN-013,PA6,50,7.349,7.947,8.14,新料,259.56
MC-0000333,2024-06-16 12:00:00,M27,LRB-018,ABS,74,3.895,4.104,5.37,新料,106.86
MC-0000334,2025-04-20 11:00:00,M28,LRB-015,PP-GF20,239,152.33,174.063,14.27,新料,2839.74
MC-0000335,2025-03-27 15:00:00,M14,HND-027,PP,919,122.392,122.394,0.0,新料,2311.93
MC-0000336,2026-02-01 09:00:00,M23,DUO-018,PA6,680,491.261,552.613,12.49,回料,8990.76
MC-0000337,2025-12-05 16:00:00,M24,DUO-023,TPE,585,428.413,501.277,17.01,混料,16556.56
MC-0000338,2024-03-09 09:00:00,M13,DRH-004,ABS,363,177.224,207.084,16.85,新料,6440.99
MC-0000339,2025-02-06 17:00:00,M29,LFR-007,PP-GF20,616,315.59,353.023,11.86,新料,5424.22
MC-0000340,2024-08-01 14:00:00,M03,DRH-008,PC/ABS,960,240.773,280.406,16.46,新料,9807.38
MC-0000341,2026-04-13 08:00:00,M28,LFR-021,PC/ABS,110,93.439,100.525,7.58,新料,2262.95
MC-0000342,2024-05-21 14:00:00,M06,VEN-012,POM,355,233.504,265.715,13.79,混料,4209.14
MC-0000343,2025-11-19 09:00:00,M03,CUP-024,ABS,952,127.865,135.833,6.23,新料,2291.78
MC-0000344,2025-10-07 10:00:00,M06,CUP-021,ABS,342,33.887,36.276,7.05,新料,967.6
MC-0000345,2025-07-09 17:00:00,M08,VEN-027,PA6,573,433.436,486.428,12.23,回料,9019.42
MC-0000346,2025-02-13 17:00:00,M04,CUP-017,PP,945,27.546,28.456,3.3,新料,529.3
MC-0000347,2024-09-10 17:00:00,M25,DUO-015,TPE,420,276.172,299.199,8.34,混料,7972.76
MC-0000348,2024-05-16 17:00:00,M03,DRH-012,PP-GF20,336,267.139,306.163,14.61,新料,2590.29
MC-0000349,2024-09-07 16:00:00,M14,BUM-014,PP-GF20,640,462.824,480.516,3.82,新料,12641.08
MC-0000350,2024-10-18 17:00:00,M19,HND-009,PP-GF20,205,123.058,139.397,13.28,新料,3692.27
MC-0000351,2025-09-13 15:00:00,M07,VEN-027,PA66,904,683.815,756.972,10.7,回料,20242.77
MC-0000352,2024-02-21 13:00:00,M28,LFR-002,PP-GF20,430,351.308,363.512,3.47,回料,12261.39
MC-0000353,2025-07-02 12:00:00,M10,VEN-014,PP-GF20,910,601.372,626.581,4.19,新料,7736.04
MC-0000354,2025-01-30 17:00:00,M03,DRH-004,PC/ABS,240,117.173,136.571,16.56,新料,1442.49
MC-0000355,2025-05-14 11:00:00,M08,CUP-018,PC/ABS,203,150.419,161.992,7.69,回料,1413.08
MC-0000356,2025-07-12 09:00:00,M09,DRH-021,PA6,744,270.204,308.621,14.22,混料,7477.23
MC-0000357,2025-05-26 09:00:00,M04,VEN-026,PP-GF20,959,259.784,298.685,14.97,新料,3600.16
MC-0000358,2025-11-25 15:00:00,M18,BUM-028,ABS,691,257.717,267.841,3.93,新料,4679.08
MC-0000359,2026-04-07 08:00:00,M27,LRB-022,PA6,166,118.438,132.769,12.1,混料,2942.55
MC-0000360,2024-02-13 12:00:00,M16,TLM-020,POM,714,468.904,498.093,6.22,新料,13306.28
MC-0000361,2024-01-12 12:00:00,M08,DRH-012,POM,218,173.322,199.819,15.29,混料,4766.19
MC-0000362,2024-07-14 14:00:00,M21,TLM-024,PA66,119,42.507,46.514,9.43,新料,1558.51
MC-0000363,2025-08-05 16:00:00,M14,HND-005,PC/ABS,235,64.506,66.519,3.12,新料,1594.78
MC-0000364,2025-09-13 15:00:00,M15,TLM-025,PA66,457,254.513,280.886,10.36,回料,8768.84
MC-0000365,2024-10-10 14:00:00,M08,DRH-015,PA6,428,86.89,92.567,6.53,混料,3162.63
MC-0000366,2024-01-10 13:00:00,M10,CUP-002,PA66,333,290.753,341.058,17.3,新料,8595.49
MC-0000367,2024-06-22 10:00:00,M15,BUM-023,PP,190,136.422,138.61,1.6,混料,2573.68
MC-0000368,2024-01-16 10:00:00,M26,LFR-006,ABS,875,571.393,651.948,14.1,新料,11411.74
MC-0000369,2024-01-19 09:00:00,M11,CUP-022,PC/ABS,307,133.441,138.314,3.65,新料,1242.73
MC-0000370,2024-05-06 10:00:00,M17,HND-008,TPE,990,253.905,254.938,0.41,新料,6609.16
MC-0000371,2024-11-09 10:00:00,M15,TLM-002,POM,102,68.342,70.554,3.24,混料,770.85
MC-0000372,2024-02-05 17:00:00,M25,WLC-003,PA66,134,99.857,104.05,4.2,混料,2667.13
MC-0000373,2025-07-24 16:00:00,M13,DRH-011,TPE,595,396.024,452.763,14.33,回料,4638.72
MC-0000374,2024-02-10 08:00:00,M29,LFR-016,TPE,829,649.454,716.676,10.35,新料,13185.1
MC-0000375,2024-12-26 14:00:00,M20,TLM-027,POM,749,80.773,83.049,2.82,新料,1444.98
MC-0000376,2025-05-10 16:00:00,M10,CUP-021,PP,64,6.342,6.614,4.29,新料,171.18
MC-0000377,2024-03-15 15:00:00,M29,LFR-004,ABS,341,172.068,176.85,2.78,新料,3990.23
MC-0000378,2025-08-18 10:00:00,M07,DRH-013,POM,469,228.299,268.47,17.6,混料,7408.11
MC-0000379,2025-07-24 09:00:00,M14,TLM-012,TPE,892,452.857,457.233,0.97,混料,4972.64
MC-0000380,2025-10-19 12:00:00,M25,WLC-016,TPE,726,582.521,590.896,1.44,回料,10101.01
MC-0000381,2025-02-13 12:00:00,M10,DRH-010,PC/ABS,635,373.593,422.2,13.01,新料,5823.91
MC-0000382,2025-12-03 14:00:00,M16,HND-012,PP,292,35.069,39.538,12.74,新料,820.11
MC-0000383,2025-04-04 09:00:00,M05,VEN-020,PC/ABS,784,621.871,629.448,1.22,回料,9832.71
MC-0000384,2024-06-13 15:00:00,M06,DRH-008,POM,997,250.053,252.068,0.81,新料,2281.4
MC-0000385,2024-12-22 15:00:00,M17,HND-010,PC/ABS,68,49.665,54.591,9.92,混料,1097.32
MC-0000386,2024-02-01 14:00:00,M20,HND-023,PP,362,23.602,24.89,5.46,混料,274.03
MC-0000387,2024-10-11 16:00:00,M02,DRH-029,PA66,333,176.022,187.266,6.39,新料,5521.24
MC-0000388,2024-11-04 13:00:00,M01,DRH-016,PA6,576,392.099,453.77,15.73,回料,5441.64
MC-0000389,2025-08-15 10:00:00,M28,LFR-002,TPE,992,810.46,810.773,0.04,混料,13684.74
MC-0000390,2024-07-01 17:00:00,M23,TLP-005,PA6,249,39.06,42.053,7.66,混料,1388.09
MC-0000391,2024-08-26 10:00:00,M01,VEN-024,PC/ABS,397,159.025,185.569,16.69,新料,3037.1
MC-0000392,2024-05-31 13:00:00,M19,HND-024,TPE,652,552.157,558.708,1.19,新料,7453.13
MC-0000393,2025-01-24 09:00:00,M14,TLM-007,POM,599,327.673,337.333,2.95,混料,8882.88
MC-0000394,2024-04-04 10:00:00,M21,TLM-003,PP,138,8.813,9.215,4.56,新料,195.36
MC-0000395,2024-02-04 13:00:00,M22,HND-025,TPE,180,114.8,119.124,3.77,混料,1383.79
MC-0000396,2024-03-14 14:00:00,M14,BUM-012,PP,756,648.874,660.782,1.84,新料,6767.7
MC-0000397,2024-01-03 10:00:00,M11,CUP-013,POM,484,53.142,58.923,10.88,混料,1492.32
MC-0000398,2024-01-16 08:00:00,M11,VEN-007,PP,195,168.172,180.286,7.2,新料,2711.3
MC-0000399,2024-12-20 15:00:00,M25,WLC-008,PC/ABS,418,26.737,29.506,10.36,新料,741.32
MC-0000400,2025-07-25 08:00:00,M20,BUM-015,PP-GF20,451,56.069,65.922,17.57,新料,589.44
MC-0000401,2024-05-06 16:00:00,M07,DRH-017,TPE,581,266.541,292.781,9.84,新料,7963.87
MC-0000402,2025-11-19 14:00:00,M09,CUP-007,PP-GF20,474,376.906,426.557,13.17,回料,11787.34
MC-0000403,2024-06-30 17:00:00,M07,CUP-016,PP,826,705.892,831.184,17.75,回料,26051.23
MC-0000404,2025-08-11 08:00:00,M09,CUP-006,TPE,961,373.265,423.829,13.55,新料,11505.35
MC-0000405,2025-07-28 15:00:00,M22,TLM-004,TPE,545,186.649,197.556,5.84,新料,2028.89
MC-0000406,2024-10-30 09:00:00,M10,DRH-018,PA6,619,133.953,153.781,14.8,新料,3192.11
MC-0000407,2025-03-07 14:00:00,M19,BUM-018,PA66,348,253.238,263.124,3.9,混料,8772.44
MC-0000408,2025-08-15 12:00:00,M12,VEN-024,PA6,681,272.786,307.767,12.82,新料,9302.22
MC-0000409,2024-11-15 17:00:00,M24,WLC-012,PA66,535,133.685,138.908,3.91,混料,1174.85
MC-0000410,2025-06-10 16:00:00,M15,BUM-026,PA66,485,345.139,356.068,3.17,新料,4856.8
MC-0000411,2024-07-13 14:00:00,M26,LRB-010,PA66,653,488.906,556.616,13.85,混料,13869.83
MC-0000412,2025-12-11 12:00:00,M17,BUM-001,PC/ABS,563,304.036,331.154,8.92,混料,3763.53
MC-0000413,2025-03-12 12:00:00,M10,DRH-028,PP,526,432.828,455.829,5.31,新料,9182.06
MC-0000414,2024-09-05 15:00:00,M09,DRH-010,PP-GF20,931,547.741,550.504,0.5,回料,11384.2
MC-0000415,2026-02-10 08:00:00,M16,TLM-005,PP,846,129.226,143.911,11.36,混料,4792.43
MC-0000416,2026-02-17 13:00:00,M01,VEN-012,POM,692,455.169,458.418,0.71,新料,15290.54
MC-0000417,2024-04-10 11:00:00,M23,TLP-013,ABS,380,318.991,340.829,6.85,新料,8045.52
MC-0000418,2024-07-16 12:00:00,M19,TLM-008,POM,848,124.553,138.454,11.16,新料,3875.76
MC-0000419,2024-05-29 09:00:00,M09,DRH-006,POM,270,231.88,257.371,10.99,新料,8071.22
MC-0000420,2024-03-03 10:00:00,M19,BUM-010,PP-GF20,684,305.48,306.994,0.5,新料,9076.38
MC-0000421,2025-08-21 15:00:00,M14,TLM-025,PC/ABS,702,390.959,460.973,17.91,回料,9185.55
MC-0000422,2026-03-19 17:00:00,M02,DRH-010,PP-GF20,746,438.899,489.503,11.53,混料,13094.29
MC-0000423,2024-04-16 10:00:00,M21,HND-006,POM,689,465.331,536.534,15.3,新料,13562.01
MC-0000424,2025-07-26 09:00:00,M08,VEN-006,POM,799,41.56,46.615,12.16,新料,411.42
MC-0000425,2025-04-12 17:00:00,M27,LFR-002,PC/ABS,126,102.941,108.501,5.4,混料,3103.73
MC-0000426,2025-08-20 16:00:00,M23,TLP-013,PP-GF20,521,437.353,450.31,2.96,混料,8982.53
MC-0000427,2024-04-02 09:00:00,M12,CUP-009,PP-GF20,995,463.54,475.701,2.62,回料,4703.53
MC-0000428,2025-10-20 08:00:00,M22,HND-002,POM,795,71.076,79.46,11.8,混料,1462.5
MC-0000429,2024-02-19 12:00:00,M27,LRB-016,TPE,116,21.638,23.294,7.65,混料,525.4
MC-0000430,2025-06-05 11:00:00,M03,CUP-010,ABS,558,284.899,326.78,14.7,回料,4659.77
MC-0000431,2026-04-24 12:00:00,M17,TLM-009,ABS,908,607.532,616.187,1.42,新料,17943.92
MC-0000432,2026-03-15 15:00:00,M09,DRH-027,PC/ABS,276,96.769,110.245,13.93,新料,3585.39
MC-0000433,2025-09-01 09:00:00,M18,HND-009,PP,962,577.473,673.815,16.68,混料,22965.88
MC-0000434,2026-03-15 15:00:00,M28,LRB-002,PA6,911,787.259,923.183,17.27,新料,12277.2
MC-0000435,2025-06-01 11:00:00,M18,BUM-006,TPE,55,30.019,35.398,17.92,混料,728.5
MC-0000436,2024-05-12 15:00:00,M18,TLM-009,POM,167,111.738,118.515,6.07,混料,3283.94
MC-0000437,2026-04-03 14:00:00,M16,BUM-027,PP-GF20,474,182.887,211.136,15.45,混料,6694.29
MC-0000438,2024-02-08 12:00:00,M13,DRH-008,POM,247,61.949,67.826,9.49,混料,997.44
MC-0000439,2025-06-13 14:00:00,M23,DUO-025,ABS,693,480.88,542.97,12.91,新料,16958.35
MC-0000440,2026-02-24 11:00:00,M01,DRH-012,PA66,132,104.948,121.606,15.87,新料,1865.04
MC-0000441,2024-02-17 15:00:00,M22,BUM-014,ABS,956,691.344,708.731,2.51,回料,9958.09
MC-0000442,2025-12-19 15:00:00,M18,BUM-022,TPE,646,400.758,402.922,0.54,回料,3845.34
MC-0000443,2024-08-04 12:00:00,M14,HND-025,ABS,161,102.682,115.476,12.46,新料,2855.11
MC-0000444,2024-04-09 14:00:00,M03,DRH-006,POM,977,839.061,943.641,12.46,新料,29710.4
MC-0000445,2024-09-16 15:00:00,M29,LRB-014,PA6,125,25.338,26.674,5.27,混料,446.38
MC-0000446,2026-02-20 12:00:00,M01,DRH-018,PP-GF20,459,99.329,108.249,8.98,新料,2426.54
MC-0000447,2025-05-24 16:00:00,M13,CUP-013,POM,281,30.853,32.604,5.68,混料,453.72
MC-0000448,2026-02-14 09:00:00,M26,LRB-007,PP-GF20,52,24.691,27.358,10.8,混料,816.08
MC-0000449,2024-10-16 17:00:00,M21,BUM-007,TPE,539,92.491,102.953,11.31,新料,1137.72
MC-0000450,2026-04-17 11:00:00,M06,DRH-030,ABS,71,35.475,38.045,7.24,混料,755.16
MC-0000451,2024-07-28 09:00:00,M12,DRH-014,TPE,857,600.243,660.905,10.11,新料,22629.15
MC-0000452,2024-06-28 08:00:00,M10,DRH-017,PA6,273,125.242,128.66,2.73,混料,3191.12
MC-0000453,2024-02-08 10:00:00,M14,HND-007,ABS,808,79.479,90.504,13.87,新料,2007.26
MC-0000454,2024-03-31 13:00:00,M05,VEN-001,ABS,216,75.465,81.743,8.32,新料,792.73
MC-0000455,2025-11-17 15:00:00,M15,BUM-016,POM,715,578.261,615.714,6.48,混料,6016.62
MC-0000456,2026-03-05 09:00:00,M16,BUM-004,TPE,998,850.209,944.357,11.07,新料,18907.64
MC-0000457,2025-04-28 17:00:00,M23,WLC-025,TPE,468,103.253,118.971,15.22,新料,1511.57
MC-0000458,2024-12-12 09:00:00,M21,BUM-018,PA66,134,97.511,104.059,6.72,回料,916.07
MC-0000459,2025-04-25 16:00:00,M01,DRH-027,TPE,794,278.386,305.934,9.9,新料,5450.9
MC-0000460,2025-01-05 14:00:00,M28,LRB-014,POM,295,59.798,60.284,0.81,回料,2049.22
MC-0000461,2024-04-18 11:00:00,M20,BUM-003,PP-GF20,448,149.045,163.146,9.46,新料,2413.05
MC-0000462,2025-10-06 08:00:00,M29,LRB-002,ABS,699,604.055,608.78,0.78,混料,5887.59
MC-0000463,2026-02-26 15:00:00,M07,VEN-025,PP,433,106.502,117.005,9.86,新料,1768.82
MC-0000464,2026-01-11 08:00:00,M29,LFR-014,PA6,535,143.714,164.973,14.79,回料,1373.2
MC-0000465,2025-02-14 17:00:00,M22,TLM-008,POM,82,12.044,13.947,15.8,新料,111.79
MC-0000466,2025-08-11 16:00:00,M05,DRH-004,PP,370,180.641,211.738,17.21,新料,6181.88
MC-0000467,2024-12-01 13:00:00,M19,TLM-027,PP,86,9.274,9.59,3.41,新料,335.62
MC-0000468,2025-01-06 10:00:00,M19,TLM-017,PA66,267,9.9,10.9,10.1,回料,355.53
MC-0000469,2026-04-27 13:00:00,M16,BUM-023,PP-GF20,73,52.415,59.795,14.08,回料,1774.08
MC-0000470,2024-02-11 16:00:00,M04,VEN-029,PC/ABS,911,150.508,163.388,8.56,新料,3426.6
MC-0000471,2024-11-21 11:00:00,M13,DRH-029,PP,916,484.194,565.862,16.87,混料,15266.1
MC-0000472,2025-10-03 12:00:00,M07,DRH-015,PP-GF20,993,201.592,212.826,5.57,新料,4358.81
MC-0000473,2024-02-29 09:00:00,M16,TLM-004,PA66,728,249.322,259.843,4.22,回料,8962.87
MC-0000474,2024-10-31 10:00:00,M05,CUP-030,TPE,348,82.728,86.685,4.78,新料,1833.48
MC-0000475,2025-07-01 12:00:00,M23,DUO-014,PP-GF20,113,16.842,17.382,3.21,新料,502.77
MC-0000476,2024-10-31 14:00:00,M03,CUP-015,PA66,510,129.644,137.474,6.04,新料,4106.85
MC-0000477,2024-02-16 09:00:00,M14,TLM-027,PC/ABS,286,30.843,32.384,5.0,混料,918.71
MC-0000478,2024-03-27 09:00:00,M06,CUP-025,TPE,669,318.075,327.824,3.07,新料,9184.14
MC-0000479,2026-03-06 13:00:00,M21,BUM-005,PP,538,70.93,77.905,9.83,新料,943.39
MC-0000480,2025-11-01 13:00:00,M26,LFR-003,PA66,490,268.399,307.507,14.57,新料,7888.44
MC-0000481,2024-05-11 16:00:00,M17,TLM-015,PP,257,58.898,59.338,0.75,新料,1844.2
MC-0000482,2025-03-17 17:00:00,M10,CUP-002,ABS,806,703.744,784.482,11.47,回料,7283.54
MC-0000483,2024-06-15 08:00:00,M01,CUP-017,TPE,846,24.66,28.46,15.41,回料,850.67
MC-0000484,2024-06-01 15:00:00,M12,CUP-012,TPE,113,85.861,100.931,17.55,混料,1150.25
MC-0000485,2025-03-01 14:00:00,M23,TLP-001,ABS,982,64.936,68.768,5.9,新料,1918.33
MC-0000486,2024-08-11 14:00:00,M22,TLM-011,TPE,969,489.753,497.944,1.67,新料,10918.27
MC-0000487,2024-09-19 14:00:00,M15,HND-019,PP-GF20,809,591.205,606.068,2.51,混料,17176.3
MC-0000488,2024-06-29 10:00:00,M29,LFR-017,TPE,449,63.266,64.573,2.07,新料,835.51
MC-0000489,2024-05-11 17:00:00,M28,LFR-022,POM,155,24.123,27.447,13.78,新料,527.12
MC-0000490,2024-05-25 09:00:00,M04,VEN-025,ABS,862,212.021,237.95,12.23,新料,3431.89
MC-0000491,2024-01-08 14:00:00,M12,DRH-020,POM,573,345.969,364.347,5.31,混料,6241.07
MC-0000492,2024-06-21 16:00:00,M10,VEN-013,PC/ABS,441,64.819,65.056,0.37,混料,1800.47
MC-0000493,2024-08-09 14:00:00,M18,TLM-015,PP,115,26.355,30.255,14.8,混料,822.87
MC-0000494,2025-05-18 11:00:00,M04,DRH-024,POM,439,69.996,76.756,9.66,新料,1907.27
MC-0000495,2025-03-04 11:00:00,M16,HND-020,POM,742,163.628,183.565,12.18,新料,6275.55
MC-0000496,2026-01-08 16:00:00,M19,BUM-024,PP,630,447.157,456.688,2.13,新料,11610.9
MC-0000497,2025-11-28 09:00:00,M04,DRH-011,PP,336,223.637,256.76,14.81,回料,5497.85
MC-0000498,2025-04-10 15:00:00,M15,HND-015,PP-GF20,169,93.354,103.545,10.92,回料,2261.08
MC-0000499,2025-02-04 16:00:00,M25,WLC-017,TPE,453,280.514,283.53,1.08,新料,5895.73
MC-0000500,2024-01-18 15:00:00,M20,HND-001,TPE,856,375.684,378.335,0.71,混料,8327.65
MC-0000501,2024-08-28 14:00:00,M05,VEN-004,PP,938,478.239,542.149,13.36,新料,12547.96
MC-0000502,2024-10-16 10:00:00,M29,LFR-020,PC/ABS,952,55.402,62.544,12.89,回料,1790.47
